request_id,phase,round,iteration,sample_id,split_point,network_used,activation_shape,payload_bytes,request_payload_sha256,output_shape,response_payload_bytes,response_payload_sha256,device_inference_wall_ms,device_inference_cuda_ms,remote_roundtrip_ms,e2e_inference_ms,success,error
23459,measurement,8,210,210,8,True,"[1, 1280]",5120,e6f8937f701fbfe05e16b944d2ba1031bf79f37a49b52c9e8ba7e9e1982a2e2e,"[1, 1000]",4000,f5edebdcd63ba87966d52adc96683087a51a0f4859e45fccdc2e4d7569ea7972,16.54639,16.504352569580078,8.664553,25.210943,True,
23460,measurement,8,210,210,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,15.165752,15.116479873657227,NA,15.226447,True,
23461,measurement,8,211,211,0,True,"[1, 3, 384, 384]",1769472,2069201d00a97eb7af6a852def0b472edf9c22a02ac51fbeba5eebec7e091b72,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,0.0,0.0,52.049978,52.049978,True,
23462,measurement,8,211,211,1,True,"[1, 24, 192, 192]",3538944,57ff620ed0f1705c3a549123eb417bd26996e70e96e97d811c4adccceccdd8d4,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,0.421808,0.1624000072479248,94.873759,95.295567,True,
23463,measurement,8,211,211,2,True,"[1, 24, 192, 192]",3538944,dfef52d4b12482b47c671d9f0d5d90e391dd3c63a57fe54e4c94d4c0d28a1f2e,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,1.774852,1.499392032623291,73.178481,74.953333,True,
23464,measurement,8,211,211,3,True,"[1, 48, 96, 96]",1769472,0d8c05e820dc4ae3748ae298e8d1329a7312d249b0be8ee2c5abb6a961d4d374,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,4.258372,4.120287895202637,49.798993,54.057365,True,
23465,measurement,8,211,211,4,True,"[1, 64, 48, 48]",589824,390e2786b4b59bdb518a2eab3e2ebd244af4b4887a81a635997e6c23313d2397,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,5.410898,5.144224166870117,26.38767,31.798568,True,
23466,measurement,8,211,211,5,True,"[1, 128, 24, 24]",294912,4498d1fec0f26516ba99c8e02b0d7008f4d967a0ce9772b3e91f103c176d8f72,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,6.716654,6.451456069946289,20.993042,27.709696,True,
23467,measurement,8,211,211,6,True,"[1, 160, 24, 24]",368640,e65abc84e560c9c515f78d23f17f3b74025ed440097c980986e28890bb638f6a,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,10.244774,9.982943534851074,15.268837,25.513611,True,
23468,measurement,8,211,211,7,True,"[1, 256, 12, 12]",147456,eab1bc6761d69ad72e8ce3e79de84a9635d909d621e4a81ea204858e249699a2,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,15.82408,15.703807830810547,29.449011,45.273091,True,
23469,measurement,8,211,211,8,True,"[1, 1280]",5120,7285a00599627e0f3bcd913155db98da80f242b1f1c0b30001b2c5fcf03bfce7,"[1, 1000]",4000,b6ccaea72550812e3f5e5b76193d005ad871105a883b5c98f879cf76628017f3,16.332649,16.277055740356445,9.462315,25.794964,True,
23470,measurement,8,211,211,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.445741,16.398208618164062,NA,16.504798,True,
23471,measurement,8,212,212,0,True,"[1, 3, 384, 384]",1769472,80842cfc15502b13565480b182a0af847aee64dcb9d0717ed815ebc8a6a9679b,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,0.0,0.0,48.153946,48.153946,True,
23472,measurement,8,212,212,1,True,"[1, 24, 192, 192]",3538944,38a16b799b636bb5c04b2ae57992eb680b9c57d79316b339f81f76cd390218ad,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,0.385511,0.09478399902582169,79.349854,79.735365,True,
23473,measurement,8,212,212,2,True,"[1, 24, 192, 192]",3538944,c3427b10e38f66bce97f5a959613194b6b2c4582afd1ddb1480107e27516ce07,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,2.024251,1.7171200513839722,76.551738,78.575989,True,
23474,measurement,8,212,212,3,True,"[1, 48, 96, 96]",1769472,60f216a5aa8f34e3589dacfa37859a3a7b079bb9bc2567095c481c4c36b5f765,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,5.315352,5.000703811645508,42.286371,47.601723,True,
23475,measurement,8,212,212,4,True,"[1, 64, 48, 48]",589824,348590585163183adfae2629ad53c876e0ad60cc340c0bd0b339d707756567ef,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,6.730414,6.420959949493408,22.782181,29.512595,True,
23476,measurement,8,212,212,5,True,"[1, 128, 24, 24]",294912,c357a41cfea43a3c4e1b9c5636764c49379c43371f3a8bc24dc4604148381a0b,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,8.525433,8.382816314697266,17.492154,26.017587,True,
23477,measurement,8,212,212,6,True,"[1, 160, 24, 24]",368640,59c3cdf87a39d96b09f06ec06a97d52cc2aec6a4da0a9c3751f0b268374034d4,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,12.976427,12.662303924560547,16.173499,29.149926,True,
23478,measurement,8,212,212,7,True,"[1, 256, 12, 12]",147456,d61d9c9887df10b6e87a491986e90b8a13e4b492e3f0e6afd3355a6bd49442de,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,20.208186,19.89673614501953,7.856096,28.064282,True,
23479,measurement,8,212,212,8,True,"[1, 1280]",5120,932411d9f438eb72215525debb8ea6e9414dd8f6e00931e377affd6e7efd70d6,"[1, 1000]",4000,76dd17389a8e844a5ba169cb005cd50c06d54cb4eb1c3c9fa8a4d36ba98c064e,20.571975,20.523263931274414,9.418752,29.990727,True,
23480,measurement,8,212,212,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,20.671143,20.623584747314453,NA,20.730689,True,
23481,measurement,8,213,213,0,True,"[1, 3, 384, 384]",1769472,63bf117405e24591ac300fffedf44fa960bfec4d5acf9027b96804693e02f125,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,0.0,0.0,37.45083,37.45083,True,
23482,measurement,8,213,213,1,True,"[1, 24, 192, 192]",3538944,892f82226cdb891e495f7d76d1fe9cead9f048e40691c1cd3cdfaaf1ad579232,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,0.458863,0.11993599683046341,88.04432,88.503183,True,
23483,measurement,8,213,213,2,True,"[1, 24, 192, 192]",3538944,8ecca4cb6ccae65ddd4793c1379d3f085a390371e1bd17a14fadad828bb821a7,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,2.347161,2.0124480724334717,90.699212,93.046373,True,
23484,measurement,8,213,213,3,True,"[1, 48, 96, 96]",1769472,fe7ad0183aa53ce1767037d98d9ce102a0bacec9ac23b63fecd20c2811fcccb6,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,6.245827,6.096960067749023,45.246378,51.492205,True,
23485,measurement,8,213,213,4,True,"[1, 64, 48, 48]",589824,e51b32e599af29491d944ecfbfedc89e210cb36bab40f9bd3e4decfe98db56e8,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,8.265107,7.893472194671631,25.439323,33.70443,True,
23486,measurement,8,213,213,5,True,"[1, 128, 24, 24]",294912,9f8296202e89d8a075568a700d14dea1211c54c5f8740452543aacb1fe045dab,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,10.414201,10.046815872192383,24.363938,34.778139,True,
23487,measurement,8,213,213,6,True,"[1, 160, 24, 24]",368640,4fcfc5dcf31b1dcd66cd2cc87cc8317089f9d4f6b59c7defddff099308de2cdf,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,16.01797,15.64521598815918,15.28165,31.29962,True,
23488,measurement,8,213,213,7,True,"[1, 256, 12, 12]",147456,4d0bbfa0f861e837353460f01dffb74916fc193fa8fd1bfc79d90504a069d71e,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,24.932589,24.563583374023438,8.307079,33.239668,True,
23489,measurement,8,213,213,8,True,"[1, 1280]",5120,039729ff491436bac48180e53e0ee4fbf9a18c71b281ad2f2633cce567388235,"[1, 1000]",4000,825088da97859283598c9be716edc4be46b6135aa13ab084c6cc1f3e27ca4994,25.396248,25.34681510925293,10.155728,35.551976,True,
23490,measurement,8,213,213,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,25.611824,25.568832397460938,NA,25.668861,True,
23491,measurement,8,214,214,0,True,"[1, 3, 384, 384]",1769472,ab6be33034d060709bce747e929fe3ef67e96fbcdeea188e89f7a315779a944d,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,0.0,0.0,44.408949,44.408949,True,
23492,measurement,8,214,214,1,True,"[1, 24, 192, 192]",3538944,9a2687ca0e3e668f4877e4658f7022fb51297cf63ae4b22da329eb68c1f2e7a8,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,0.499455,0.13126400113105774,83.04696,83.546415,True,
23493,measurement,8,214,214,2,True,"[1, 24, 192, 192]",3538944,3cf57a6d1f2a2433f4668f4a9491d1eb1377717ca9d04736f8fce0eb5aec68ca,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,2.762912,2.374943971633911,82.470782,85.233694,True,
23494,measurement,8,214,214,3,True,"[1, 48, 96, 96]",1769472,8ac0ffe7f1c12a7227e996920980322f38e0e5136767fd54f2dae209f2475297,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,7.408269,6.987520217895508,47.738195,55.146464,True,
23495,measurement,8,214,214,4,True,"[1, 64, 48, 48]",589824,742c595e56c1c1d544fc25cf7318e389c4ee493e426b679f0c053831b164942d,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,9.759152,9.348928451538086,31.067128,40.82628,True,
23496,measurement,8,214,214,5,True,"[1, 128, 24, 24]",294912,2bc07b53574a5bb430c744ffce1334b37bcd89116fb982851dd8cf11c6276790,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,12.543934,12.121600151062012,32.149876,44.69381,True,
23497,measurement,8,214,214,6,True,"[1, 160, 24, 24]",368640,f65b2dd75dc328b167347f794306f47651d2bf55717eb0c1fda87dc685af3fd0,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,19.467229,19.037824630737305,22.712494,42.179723,True,
23498,measurement,8,214,214,7,True,"[1, 256, 12, 12]",147456,7bd7e9a7b3749e360a25fca81979c31baa5a5f360ef8da04b64c9bb6d42f8372,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,30.430404,30.11471939086914,14.863353,45.293757,True,
23499,measurement,8,214,214,8,True,"[1, 1280]",5120,5ff0e84a5ef1a3f28d40bfd44f24a498d4595b9e2957d4f9c0bd3bdbdb570fc8,"[1, 1000]",4000,be3ae3aab03fc9874ba3a751754b3027259a42b99c798596882bf388d86b97c7,31.452316,31.39606475830078,11.959117,43.411433,True,
23500,measurement,8,214,214,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,14.962058,14.912320137023926,NA,15.019604,True,
23501,measurement,8,215,215,0,True,"[1, 3, 384, 384]",1769472,9deff2fa0c004b5bd215a8330caf74eec81d5863561ed57b75c5ede238fc8ba9,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,0.0,0.0,55.524023,55.524023,True,
23502,measurement,8,215,215,1,True,"[1, 24, 192, 192]",3538944,b4b08d60366deb1e11c76a86709dda71ab39b78fa13541424a6e53cb4c097037,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,0.3689,0.12185599654912949,91.071257,91.440157,True,
23503,measurement,8,215,215,2,True,"[1, 24, 192, 192]",3538944,335872f30c1a3df0f5880a7573037236108a64d8b84bcdb9f07c964c16221673,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,1.686702,1.4266560077667236,76.603842,78.290544,True,
23504,measurement,8,215,215,3,True,"[1, 48, 96, 96]",1769472,5eca8391b2c0b9a9be779d64c4d0505ec6d77c9ce8a899a1e6b5ab00d6e974fb,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,4.231678,3.9588160514831543,45.66425,49.895928,True,
23505,measurement,8,215,215,4,True,"[1, 64, 48, 48]",589824,b54ec76e66b814a1070a7b0789f9fefc9d558efb8e65c105aed8c951b6668796,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,5.287998,5.155327796936035,23.626166,28.914164,True,
23506,measurement,8,215,215,5,True,"[1, 128, 24, 24]",294912,954598d6548d7be895e0c54b9ea627e0d1ca6b62f15d38d974615cdaa1853e00,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,6.546886,6.292255878448486,18.294519,24.841405,True,
23507,measurement,8,215,215,6,True,"[1, 160, 24, 24]",368640,d0e14ba30674567f63b57002efe8163398dce5dce6a6ba4cc27f0af007f9d1fe,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,10.072208,9.816512107849121,19.401561,29.473769,True,
23508,measurement,8,215,215,7,True,"[1, 256, 12, 12]",147456,d38fdf48a0e12ecdcd8f8b06dc0fab270db1a20cda4c2d73117c433f264220e1,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,15.7042,15.577119827270508,7.29987,23.00407,True,
23509,measurement,8,215,215,8,True,"[1, 1280]",5120,3b96a323f7b4d09e5fed0e58d5cf3cc5f34930debeea602c6eacca043a973d60,"[1, 1000]",4000,a317b0373d6a7a5c0ab70e7a0a909a0182d4d10a0d06fc33cd90c9abc2769ed5,15.918413,15.869376182556152,11.169723,27.088136,True,
23510,measurement,8,215,215,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.018184,15.973312377929688,NA,16.077434,True,
23511,measurement,8,216,216,0,True,"[1, 3, 384, 384]",1769472,8be9d41264163a71ca820ddea25ab21e4c8b53b2d6f6035d9d66d8762c00f408,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,0.0,0.0,46.370151,46.370151,True,
23512,measurement,8,216,216,1,True,"[1, 24, 192, 192]",3538944,8bd1a758c013ab3e9143591c898c9c6b32493def2a50d7fb5652c99f7b81e3bc,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,0.383058,0.09657599776983261,79.824672,80.20773,True,
23513,measurement,8,216,216,2,True,"[1, 24, 192, 192]",3538944,a63c0906fbdaa5ea2e955841a98367b15f9b0db2f8525ca844fbd32f63baa8d7,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,1.95063,1.6594239473342896,71.514399,73.465029,True,
23514,measurement,8,216,216,3,True,"[1, 48, 96, 96]",1769472,1d21f8fa58e36665e01c579faa5a8078b656a347220075ad947b647382985ea1,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,5.052979,4.747744083404541,46.131124,51.184103,True,
23515,measurement,8,216,216,4,True,"[1, 64, 48, 48]",589824,e5acd62361e8da13d9d2cc139a67be3f656fb706b3648db8326a82de852b6407,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,6.393116,6.102303981781006,29.692578,36.085694,True,
23516,measurement,8,216,216,5,True,"[1, 128, 24, 24]",294912,5743e8faea934105db97c8e31a5eef14376c865c29cb146a800a978ae0e0f2da,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,8.131653,7.831967830657959,17.831591,25.963244,True,
23517,measurement,8,216,216,6,True,"[1, 160, 24, 24]",368640,16cd4f7a7a582914e5442969749d5ca34c146fb22007f0e585ce6a882b00d46e,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,12.427341,12.122912406921387,16.510371,28.937712,True,
23518,measurement,8,216,216,7,True,"[1, 256, 12, 12]",147456,07119ae02742eff27b766dc0511ca9dce873eca3632a948d84fffc57ad8f3afc,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,19.319284,19.18160057067871,10.542304,29.861588,True,
23519,measurement,8,216,216,8,True,"[1, 1280]",5120,83c5e38a3e6632b0393f511b7b3114a90fdf679b8de50dc104ca5b960b8badf0,"[1, 1000]",4000,a04ab5a312ad870f72dd1a0e3458e40e021fe5272fdd883e70738de80f9a591e,19.677276,19.633216857910156,10.233802,29.911078,True,
23520,measurement,8,216,216,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,19.739582,19.697216033935547,NA,19.798656,True,
23521,measurement,8,217,217,0,True,"[1, 3, 384, 384]",1769472,81d51ebc7500abfdae11b464fd74833ef550d8fde8ebeb1580b243e287e0a1af,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,0.0,0.0,46.867013,46.867013,True,
23522,measurement,8,217,217,1,True,"[1, 24, 192, 192]",3538944,95592f28c451f118d20f505ea0da0ab42a0338178f5f6c15c2105f68c46ad22e,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,0.446623,0.10979200154542923,89.552554,89.999177,True,
23523,measurement,8,217,217,2,True,"[1, 24, 192, 192]",3538944,606c20178574f5e0f95f4a1d36e4f6ccc815eb162bc7f549316da601656b490a,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,2.350466,2.004319906234741,78.636046,80.986512,True,
23524,measurement,8,217,217,3,True,"[1, 48, 96, 96]",1769472,715a9ce5cf5cecf4df8deeac140509bf16e857d711608e5de43e62a3113c3f67,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,6.219893,5.8552961349487305,42.613476,48.833369,True,
23525,measurement,8,217,217,4,True,"[1, 64, 48, 48]",589824,1edcafbe4890317bd17d11a6fa9fdb4aef9ca5b813b0308f16bf08b45e5ea0be,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,8.00568,7.648159980773926,26.912859,34.918539,True,
23526,measurement,8,217,217,5,True,"[1, 128, 24, 24]",294912,f67413e65324e32c5a4a3e8904ae3f42448a4b2a6800a935f0b3582af9e929b6,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,10.167524,9.808256149291992,18.976217,29.143741,True,
23527,measurement,8,217,217,6,True,"[1, 160, 24, 24]",368640,4427d27b499e401714a6c9c92f520f70c726679a6d53c7b4383b6cb9ecaf250e,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,15.558459,15.196191787719727,23.409971,38.96843,True,
23528,measurement,8,217,217,7,True,"[1, 256, 12, 12]",147456,507c37c1d5a9cd68cc3e6e1667b779c1ad408d25ffe92b97e5aae6f9f5fe8fad,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,24.21004,23.850976943969727,10.172376,34.382416,True,
23529,measurement,8,217,217,8,True,"[1, 1280]",5120,7c73ecb532c82b9536803b6e8c6182455bc5b9cc93fd2c4b1f96305ab2f393d5,"[1, 1000]",4000,7e62a4677b88e37c78b9491a275e246c69f1d3e1763aca74aae1dd10104df7b7,24.787201,24.74127960205078,11.392511,36.179712,True,
23530,measurement,8,217,217,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,24.875923,24.832544326782227,NA,24.932682,True,
23531,measurement,8,218,218,0,True,"[1, 3, 384, 384]",1769472,189dccd2e121f62567c675acd65157e3df90e4c909e66115a7232d325ccf1f5c,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,0.0,0.0,50.534257,50.534257,True,
23532,measurement,8,218,218,1,True,"[1, 24, 192, 192]",3538944,7579840884fb34f8be6055a27cdf6fee35c6cd2430e46e06ab3283b70437448b,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,0.362474,0.11481600254774094,101.27073,101.633204,True,
23533,measurement,8,218,218,2,True,"[1, 24, 192, 192]",3538944,360731f2e52b93876d03a41a7d56f0be573608cc25902b4d816eec1103d2f05a,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,1.655278,1.39302396774292,89.516296,91.171574,True,
23534,measurement,8,218,218,3,True,"[1, 48, 96, 96]",1769472,fbd4c6d7b01337976b527e6bd8cea6a58a06bf3101d9bf219a5514d14c0d31a5,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,4.232818,3.965440034866333,51.110147,55.342965,True,
23535,measurement,8,218,218,4,True,"[1, 64, 48, 48]",589824,7038203f7a2e832aff670af43d3075ce4bd711d5149d6435818fc601fd11bfd4,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,5.431221,5.1624321937561035,26.509385,31.940606,True,
23536,measurement,8,218,218,5,True,"[1, 128, 24, 24]",294912,e159f488c5e32f11559d71845f1c634c491b8584d024271221dd62fcac260e93,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,6.79922,6.529280185699463,19.516487,26.315707,True,
23537,measurement,8,218,218,6,True,"[1, 160, 24, 24]",368640,eb1a68fabf57f4c0e22dc94f2d91043b2358750ab8e52aca3204fc58467a9be5,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,10.295358,10.02460765838623,16.19123,26.486588,True,
23538,measurement,8,218,218,7,True,"[1, 256, 12, 12]",147456,db08eeef6e263d0f349bd3dd325712a3de25179db960d2ba8a0ed7441458d107,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,16.097711,15.826399803161621,8.959323,25.057034,True,
23539,measurement,8,218,218,8,True,"[1, 1280]",5120,4c668a1c892783a28a658c2d45505ec594ab3a2b1c0d3f892d46fde48ae7c4e7,"[1, 1000]",4000,cec97fbb0329d44bdd0434ebdc7c77dff342cdd2bf433092cb441be0001900b2,16.278387,16.22972869873047,8.416256,24.694643,True,
23540,measurement,8,218,218,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,16.319721,16.275039672851562,NA,16.37899,True,
23541,measurement,8,219,219,0,True,"[1, 3, 384, 384]",1769472,90a9cfd2a2415b8cbed8154fcd658f5ee6679920c87b9802e8eadad0180a3d62,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,0.0,0.0,45.829585,45.829585,True,
23542,measurement,8,219,219,1,True,"[1, 24, 192, 192]",3538944,027315613562c27ab85fc86d2f6b27a026b7ba7d36b3f893e99f13bb9e7efa76,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,0.580188,0.2736000120639801,95.733228,96.313416,True,
23543,measurement,8,219,219,2,True,"[1, 24, 192, 192]",3538944,a1defdd1df740b79a34a7fc31f1d813a9c9471e0f9c21252a6443b7005ac1470,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,2.082177,1.7739839553833008,81.007475,83.089652,True,
23544,measurement,8,219,219,3,True,"[1, 48, 96, 96]",1769472,74fd6f6c71a222391c16e22912a01313ebabfb28292b5c879d5e5b2dab9bc698,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,5.286629,4.973567962646484,48.115669,53.402298,True,
23545,measurement,8,219,219,4,True,"[1, 64, 48, 48]",589824,c7e760a132d4d0be8c1385f9f19d2e39e759e40be70fd4ab68499c09cda71e30,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,6.516459,6.2076802253723145,30.010031,36.52649,True,
23546,measurement,8,219,219,5,True,"[1, 128, 24, 24]",294912,121061a6bad904d2ce919ae02f086bba98ea1686338167461cb875a169da0da5,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,8.168476,7.862880229949951,20.674531,28.843007,True,
23547,measurement,8,219,219,6,True,"[1, 160, 24, 24]",368640,c010adc582596676792f6c3f82d2e3c740faf4b365c71db8a064c0c35e768855,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,12.506444,12.202303886413574,17.090604,29.597048,True,
23548,measurement,8,219,219,7,True,"[1, 256, 12, 12]",147456,18138c362df34df1618d80d6eeb182bfad632494edaded49b36bd5261f21823a,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,19.579802,19.278240203857422,11.738503,31.318305,True,
23549,measurement,8,219,219,8,True,"[1, 1280]",5120,593329cc7e8f2cccf4437ba6d40c27dbafc078736d43f9d9c20d5a2058f7eab1,"[1, 1000]",4000,eb8b466a14c3c3d725c7c0fa55c3f49ddb58f82b393f3988e5d66cc77f88e806,19.96699,19.918527603149414,7.937558,27.904548,True,
23550,measurement,8,219,219,9,False,"[1, 1000]",0,NA,"[1, 1000]",0,NA,20.056463,20.014240264892578,NA,20.115167,True,
23551,measurement,8,220,220,0,True,"[1, 3, 384, 384]",1769472,e74907d6b2a3ca12954f719ddf1993ad682222af13ef287e16ccd8b20175b180,"[1, 1000]",4000,65569e7009b54403aaf83f338e8b3ad3537b4cf99904110a9276631985329549,0.0,0.0,45.68049,45.68049,True,
