split_point,aggregation,round,metric,term,count,mean,sample_standard_deviation,p50,p95,p99,min,max,provenance,interpretation
1,round,4,device_inference_ms,device-side inference,300,0.43173248333333336,0.05159871477311406,0.4280895,0.5282433,0.5491921,0.308232,0.604216,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,4,e2e_inference_ms,E2E inference latency,300,87.57142602,8.225266004910122,87.1790485,98.31911810000001,105.53431268999974,72.091452,151.668938,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,4,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.15837493374943734,0.07148225072491535,0.128431998193264,0.31064800918102264,0.37556224524974813,0.07311999797821045,0.45974400639533997,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,4,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,87.13969353666667,8.218894709448108,86.70173650000001,97.83848445000001,105.01277021999975,71.570348,151.145472,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,5,device_inference_ms,device-side inference,300,0.4367233566666667,0.059626032531500985,0.4340815,0.541662,0.6067703699999997,0.295465,0.677244,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,5,e2e_inference_ms,E2E inference latency,300,89.27502105,9.01553080198883,88.282448,101.94972885000001,110.30591995999978,67.571501,151.523417,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,5,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.16142261303961278,0.06710036845214751,0.13015999644994736,0.29763519316911696,0.35965248376131054,0.07248000055551529,0.38207998871803284,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,5,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,88.83829769333333,9.011844095849671,87.897491,101.50870535000001,109.79970144999977,67.107527,150.846173,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,6,device_inference_ms,device-side inference,300,0.43450637666666664,0.05563812377100178,0.43098400000000003,0.5418474000000001,0.57046783,0.306141,0.585939,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,6,e2e_inference_ms,E2E inference latency,300,87.43136317,16.96227791137791,85.7175125,100.4521374,170.8063761099999,67.532861,267.747273,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,6,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.15872949349383514,0.06662314334625204,0.13123200088739395,0.30251839309930806,0.35018656551837907,0.0724480003118515,0.39215999841690063,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,6,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,86.99685679333334,16.960819841557996,85.2634435,99.9986035,170.37808009999986,67.061822,267.286409,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,7,device_inference_ms,device-side inference,300,0.43995638666666664,0.08246126168214499,0.4238035,0.54780415,0.6065630899999999,0.307289,1.433582,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,7,e2e_inference_ms,E2E inference latency,300,86.30082746,8.919408159552008,84.8773615,100.51984325000001,109.5296866499999,70.775906,137.664591,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
