K,run_id,pre_enqueue_depth,frames,queue_wait_mean_ms,queue_wait_p95_ms,deadline_miss_pct
7,run03,47,351,223.35824614529915,240.478485,100.0
7,run03,48,292,227.28738986643836,244.34286859999997,100.0
7,run03,49,253,230.7144183596838,245.6097906,100.0
7,run03,50,175,234.41775133714285,246.26032270000002,100.0
7,run03,51,132,237.29367554545453,247.4647529,100.0
7,run03,52,90,240.1490775888889,250.1225875,100.0
7,run03,53,37,243.71405897297296,250.3946992,100.0
7,run03,54,18,247.45013655555556,253.1841486,100.0
7,run03,55,13,252.49834061538462,257.5078882,100.0
7,run03,56,10,256.139456,259.5889004,100.0
7,run03,57,2,260.720658,261.9493047,100.0
7,run04,0,2,17.8610225,32.57876525,100.0
7,run04,1,2,19.031023,35.4116791,100.0
7,run04,2,1,46.388865,46.388865,100.0
7,run04,3,1,50.508403,50.508403,100.0
7,run04,4,2,47.7050155,60.05998915,100.0
7,run04,5,2,43.976135,55.0171235,100.0
7,run04,6,2,52.78169,63.6730958,100.0
7,run04,7,3,49.963913,52.3335381,100.0
7,run04,8,3,53.03286133333334,56.275508099999996,100.0
7,run04,9,2,54.135105499999995,55.727279749999994,100.0
7,run04,10,1,66.909154,66.909154,100.0
7,run04,11,2,64.53239500000001,67.4886025,100.0
7,run04,12,11,64.68146899999999,77.8699195,100.0
7,run04,13,24,66.98316925,80.23869500000002,100.0
7,run04,14,34,71.06360205882353,81.26609005,100.0
7,run04,15,59,73.29728515254237,81.5471091,100.0
7,run04,16,90,78.47937454444444,89.1938119,100.0
7,run04,17,111,82.16665142342342,92.180053,100.0
7,run04,18,114,86.43334888596492,97.6536706,100.0
7,run04,19,127,91.01160461417322,102.29186600000001,100.0
7,run04,20,142,96.14215185915494,107.8452721,100.0
7,run04,21,130,100.01465512307692,108.56177210000001,100.0
7,run04,22,113,105.00677234513275,114.10450660000001,100.0
7,run04,23,99,109.47515455555555,118.16831570000001,100.0
7,run04,24,95,115.31592704210526,127.83006309999999,100.0
7,run04,25,97,119.75379051546392,131.69341680000002,100.0
7,run04,26,97,123.876371,137.421108,100.0
7,run04,27,101,128.87661856435645,142.484604,100.0
7,run04,28,132,135.1818654090909,145.1762368,100.0
7,run04,29,154,139.29408058441558,153.06251575000002,100.0
7,run04,30,168,143.61126457142856,153.91098879999998,100.0
7,run04,31,174,148.18407674712643,161.66944354999998,100.0
7,run04,32,210,153.7369249,167.51957630000004,100.0
7,run04,33,257,157.56105199610894,171.2994016,100.0
7,run04,34,297,163.30066712794613,176.1671192,100.0
7,run04,35,385,168.50515752987013,181.88844900000004,100.0
7,run04,36,425,173.31491831058824,185.59510539999997,100.0
7,run04,37,409,178.17456176528117,193.69616680000001,100.0
7,run04,38,430,183.11666579302326,197.834226,100.0
7,run04,39,480,188.57747389791666,203.77386429999999,100.0
7,run04,40,575,193.55507512869565,207.45102340000003,100.0
7,run04,41,657,198.2109326544901,211.890405,100.0
7,run04,42,790,202.6114893443038,216.45507959999998,100.0
7,run04,43,888,206.80239349774774,222.09406705,100.0
7,run04,44,911,210.77678220636662,226.401668,100.0
7,run04,45,897,214.48547126532887,230.680768,100.0
7,run04,46,788,218.139063142132,235.38292504999998,100.0
7,run04,47,636,222.3746687327044,239.61526125,100.0
7,run04,48,486,226.57511193209876,242.83271150000002,100.0
7,run04,49,384,230.68989695052082,245.7906405,100.0
7,run04,50,262,235.54303491984732,248.02701480000002,100.0
7,run04,51,164,239.2571061402439,253.88407314999998,100.0
7,run04,52,84,242.58470858333334,257.97350795,100.0
7,run04,53,46,248.03606682608697,268.324895,100.0
7,run04,54,29,250.39141968965518,268.183733,100.0
7,run04,55,12,252.47411416666665,259.40487935,100.0
7,run04,56,3,259.027196,263.46088410000004,100.0
7,run05,0,3113,2.276562501445551,8.403392799999999,0.19274012206874397
7,run05,1,1623,6.749867505853358,9.181435500000001,0.4929143561306223
7,run05,2,1335,13.718116659925094,16.2965069,83.82022471910112
7,run05,3,1302,15.006334894009216,17.0271447,98.07987711213518
7,run05,4,1266,21.48948820379147,24.36068375,100.0
7,run05,5,65,23.20584403076923,29.141615399999996,100.0
7,run05,6,40,29.4780589,35.39168894999999,100.0
7,run05,7,39,34.66971228205128,40.96142430000004,100.0
7,run05,8,33,39.61558081818182,45.8013158,100.0
7,run05,9,35,43.382926,47.16706979999999,100.0
7,run05,10,33,48.7251476969697,55.31162379999999,100.0
7,run05,11,34,52.26308188235294,59.120460400000006,100.0
7,run05,12,47,58.61056087234043,66.3511576,100.0
7,run05,13,30,60.467911666666666,66.4815171,100.0
7,run05,14,27,65.79796244444445,69.9053212,100.0
7,run05,15,24,71.32819708333334,85.86128030000003,100.0
7,run05,16,21,75.67300395238095,82.147216,100.0
7,run05,17,20,79.2957649,85.47338345000001,100.0
7,run05,18,17,83.12441882352941,91.6716122,100.0
7,run05,19,13,89.48235807692308,107.63907280000001,100.0
7,run05,20,15,91.59412053333334,110.7089831,100.0
7,run05,21,12,95.12734966666667,105.08027879999999,100.0
7,run05,22,20,100.83067845,108.64939534999999,100.0
7,run05,23,16,104.026994125,110.51755750000001,100.0
7,run05,24,22,111.43786768181818,120.1837963,100.0
7,run05,25,20,114.61101985,126.42161555,100.0
7,run05,26,17,118.94253270588236,126.043622,100.0
7,run05,27,18,122.08999716666666,127.7275216,100.0
7,run05,28,19,127.8110104736842,132.95433530000003,100.0
7,run05,29,22,132.7607278181818,140.91806505000002,100.0
7,run05,30,27,140.18863155555556,152.2336912,100.0
7,run05,31,25,144.01475436,154.7347878,100.0
7,run05,32,32,149.36923712499998,162.44554995,100.0
7,run05,33,38,153.2135747105263,166.1478545,100.0
7,run05,34,37,159.50295532432432,178.2434846,100.0
7,run05,35,44,165.29931988636363,179.54880770000003,100.0
7,run05,36,46,170.43675432608694,184.50914174999997,100.0
7,run05,37,51,173.71748701960783,187.4947325,100.0
7,run05,38,44,178.68376938636365,194.56918015,100.0
7,run05,39,62,184.04050101612904,201.14878720000002,100.0
7,run05,40,98,191.47175880612244,205.12469745,100.0
7,run05,41,141,197.22139729787233,213.279386,100.0
7,run05,42,204,203.13548192156864,215.556802,100.0
7,run05,43,289,206.63940629757786,220.9077916,100.0
7,run05,44,365,211.10218141643836,224.00566020000002,100.0
7,run05,45,419,215.54034986634844,231.424236,100.0
7,run05,46,428,219.07208781542056,233.51854364999997,100.0
7,run05,47,335,222.86307478208954,236.78510470000003,100.0
7,run05,48,235,226.483035693617,240.5021752,100.0
7,run05,49,153,229.6418725882353,243.7263218,100.0
7,run05,50,96,233.43527453125,247.27716575,100.0
7,run05,51,62,238.26624996774194,250.81798485,100.0
7,run05,52,45,242.0704052,256.5171098,100.0
7,run05,53,23,247.53911360869566,258.56247099999996,100.0
7,run05,54,3,243.39283933333334,243.93400910000003,100.0
