K,run_id,second,waiting_time_mean,active_time_mean,logical_frame_deadline_miss_pct,boundary_prior_waiting_mean,boundary_prior_active_mean
6,run02,26,1.302036284,1.556756373,31.666666666666668,0,1.9
6,run02,27,1.309867555,1.544316907,30.555555555555557,0,1.8333333333333333
6,run02,28,1.306406039,1.542050372,32.22222222222222,0,1.9333333333333333
6,run02,29,1.31106358,1.546539041,32.22222222222222,0,1.9333333333333333
6,run02,30,1.317006165,1.543689345,32.22222222222222,0,1.9333333333333333
6,run02,31,1.313748311,1.537579755,31.666666666666668,0,1.9
6,run02,32,1.305410808,1.536904456,30.000000000000004,0,1.8
6,run02,33,1.334839948,1.546861805,31.666666666666668,0,1.9
6,run02,34,1.321639888,1.552941764,31.111111111111114,0,1.8666666666666667
6,run02,35,1.29377513,1.531975239,31.111111111111114,0,1.8666666666666667
6,run02,36,1.305862168,1.556452994,32.22222222222222,0,1.9333333333333333
6,run02,37,1.307265121,1.536839343,31.111111111111114,0,1.8666666666666667
6,run02,38,1.331596021,1.562481947,33.333333333333336,0,2
6,run02,39,1.297337884,1.552080424,32.77777777777778,0,1.9666666666666666
6,run02,40,1.309600746,1.567886724,32.22222222222222,0,1.9333333333333333
6,run02,41,1.32494918,1.561132994,31.666666666666668,0,1.9
6,run02,42,1.30053375,1.509341166,31.111111111111114,0,1.8666666666666667
6,run02,43,1.262589986,1.51893707,31.111111111111114,0,1.8666666666666667
6,run02,44,1.320324193,1.561850573,32.77777777777778,0,1.9666666666666666
6,run02,45,1.305440464,1.569637339,33.333333333333336,0,2
6,run02,46,1.305612733,1.525077322,31.666666666666668,0,1.9
6,run02,47,1.277192176,1.553431612,32.22222222222222,0,1.9333333333333333
6,run02,48,1.300582285,1.553029689,31.666666666666668,0.03333333333333333,1.8666666666666667
6,run02,49,1.290849182,1.505719711,30.555555555555557,0,1.8333333333333333
6,run02,50,1.259034169,1.522282788,26.666666666666668,0,1.6
6,run02,51,1.293937793,1.528290333,31.111111111111114,0,1.8666666666666667
6,run02,52,1.317030007,1.508297931,31.111111111111114,0,1.8666666666666667
6,run02,53,1.308992661,1.530267052,31.111111111111114,0,1.8666666666666667
6,run02,54,1.300503787,1.540737518,33.333333333333336,0,2
