fold,run,K,C,model,n,Brier,logloss,true_class_exact_zero,Queue_observed,Queue_predicted,Queue_absolute_error,Service_observed,Service_predicted,Service_absolute_error,On_time_observed,On_time_predicted,On_time_absolute_error
2,201,6,1,P-joint,10760,0.052930923684018326,0.0897549746144179,0,1.0,0.9369332369164372,0.06306676308356285,0.0,0.017791659889643197,0.017791659889643197,0.0,0.045275103193919586,0.045275103193919586
2,206,6,2,P-joint,10754,0.07359420723139523,0.13762203791320637,0,0.01627301469220755,0.0031731346747926113,0.013099880017414939,0.2976566858843221,0.3147413557850665,0.01708466990074442,0.6860702994234703,0.6820855095401409,0.003984789883329398
2,211,6,3,P-joint,10732,0.17136188091912383,0.2711485657061594,0,0.013045098770033545,0.0012374778540076828,0.011807620916025862,0.3439247111442415,0.3922070263574285,0.04828231521318699,0.6430301900857249,0.6065554957885638,0.0364746942971611
2,216,6,4,P-joint,10739,0.03210139118449417,0.07138951343263186,0,0.009404972530030729,0.0021764329816916076,0.0072285395483391215,0.32628736381413537,0.32972959233844595,0.0034422285243105866,0.6643076636558338,0.6680939746798624,0.003786311024028599
2,221,6,5,P-joint,10432,0.3286038017737285,0.49959871789718957,0,0.011407208588957055,0.017908041147090086,0.006500832558133031,0.42925613496932513,0.45508709889636756,0.025830963927042427,0.5593366564417178,0.5270048599565423,0.03233179648517548
2,226,6,6,P-joint,10440,0.14093579105051085,0.2273590927853848,0,9.578544061302682e-05,1.1744043223220448e-05,8.404139738980637e-05,0.8788314176245211,0.8654451767005719,0.013386240923949244,0.1210727969348659,0.13454307925620487,0.01347028232133897
2,231,6,7,P-joint,10399,0.1252354505174127,0.20549259000487108,0,9.616309260505818e-05,1.4999964914338654e-06,9.466309611362431e-05,0.9067218001730936,0.8983843320285817,0.008337468144511861,0.09318203673430138,0.1016141679749269,0.008432131240625515
2,236,6,8,P-joint,10415,0.12979596947443603,0.21035840299540906,0,9.601536245799327e-05,5.616128656745879e-06,9.039923380124739e-05,0.8982237157945271,0.8890598401440626,0.009163875650464504,0.10168026884301488,0.11093454372728062,0.009254274884265737
2,241,7,1,P-joint,12519,0.0,-0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,246,7,2,P-joint,12536,0.027845424541434623,0.05319848791300761,0,0.6901723037651564,0.6827788425103225,0.007393461254833866,0.10338225909380983,0.11079046653557992,0.007408207441770093,0.20644543714103383,0.20643069095409758,1.474618693625418e-05
2,251,7,3,P-joint,12523,0.16922875416381963,0.24890614040144252,0,0.13950331390241955,0.1293384215391919,0.010164892363227651,0.4036572706220554,0.4145982636784924,0.010940993056436976,0.45683941547552503,0.4560633147823157,0.0007761006932093251
2,256,7,4,P-joint,12307,0.10147023918046143,0.18711764915560797,0,0.024295116600308767,0.015771676635792653,0.008523439964516114,0.4303242057365727,0.451443980957292,0.021119775220719283,0.5453806776631186,0.5327843424069154,0.012596335256203184
2,261,7,5,P-joint,11668,0.3463639735546661,0.5281423453768177,1,0.0804765169694892,0.08282520703428048,0.002348690064791284,0.6078162495714775,0.6165485749977246,0.008732325426247134,0.31170723345903323,0.3006262179679948,0.011081015491038404
2,266,7,6,P-joint,11365,0.17997333152587183,0.2834920946857133,1,0.08913330400351958,0.07925726945575566,0.009876034547763923,0.8418829740431149,0.8495214920368924,0.007638517993777572,0.06898372195336559,0.07122123850735203,0.002237516553986435
2,271,7,7,P-joint,11486,0.061221546458682816,0.1262420739321534,1,0.00034825004353125546,0.0001190166483160049,0.00022923339521525057,0.9666550583318823,0.9748961718145427,0.008241113482660434,0.032996691624586454,0.024984811537141285,0.008011880087445168
2,276,7,8,P-joint,11337,0.07500746087612499,0.14658123462411635,0,8.820675663755844e-05,1.9783828810477582e-05,6.842292782708085e-05,0.9585428243803475,0.9664391468617111,0.007896322481363516,0.04136896886301491,0.0335410693094785,0.00782789955353641
3,2,1,1,B1,1799,0.0012673762783581035,0.014692481220140368,0,0.0005558643690939411,0.006508235277630706,0.005952370908536765,0.0005558643690939411,0.006744373477587806,0.006188509108493865,0.9988882712618121,0.9867473912447814,0.01214088001703073
3,7,1,2,B1,1798,0.001200906920310075,0.013093487736125736,0,0.0,0.007340059265161761,0.007340059265161761,0.0005561735261401557,0.003713959513152942,0.0031577859870127864,0.9994438264738599,0.9889459812216853,0.010497845252174565
