K,C,model,n_mean,n_std,Brier_mean,Brier_std,logloss_mean,logloss_std,true_class_exact_zero_mean,true_class_exact_zero_std,Queue_observed_mean,Queue_observed_std,Queue_predicted_mean,Queue_predicted_std,Queue_absolute_error_mean,Queue_absolute_error_std,Service_observed_mean,Service_observed_std,Service_predicted_mean,Service_predicted_std,Service_absolute_error_mean,Service_absolute_error_std,On_time_observed_mean,On_time_observed_std,On_time_predicted_mean,On_time_predicted_std,On_time_absolute_error_mean,On_time_absolute_error_std,n_valid_runs
1,4,B1,1798.4,0.5477225575052025,0.000706737347888135,0.0004659481120304383,0.004360371482074223,0.0009221887439061477,0.0,0.0,0.0,0.0,0.0008414306414591833,0.00027852331227435934,0.0008414306414591833,0.00027852331227435934,0.00044481515809363865,0.0002486592807766358,0.0025085986172595945,0.0002115249785382108,0.0020637834591659557,0.0003508914036478136,0.9995551848419064,0.0002486592807766315,0.9966499707412811,0.00033014684567071766,0.00290521410062512,0.00034610452920796496,5
1,4,P,1798.4,0.5477225575052025,0.0004445342438482467,0.0006083539046803229,0.002035211836977754,0.002910433646598687,0.0,0.0,0.0,0.0,4.636710989244278e-08,1.0368000963970502e-07,4.636710989244278e-08,1.0368000963970502e-07,0.00044481515809363865,0.0002486592807766358,0.0002195514001931111,0.0003004230466507209,0.00022526645295804166,0.00030174405837982485,0.9995551848419064,0.0002486592807766315,0.9997804022326969,0.0003004878959405768,0.0002252205042859279,0.00030178690751700736,5
1,5,B0,1797.6,1.5165750888102858,0.00116988348314396,0.0009730524822543796,0.012641310736694078,0.002358782347417793,0.0,0.0,0.0,0.0,0.0012993459781413133,0.0001860540093928455,0.0012993459781413133,0.0001860540093928455,0.0006672227371404581,0.0006088765967347871,0.009027073157144681,0.0010116062351820465,0.008359850420004223,0.0013024547725607096,0.9993327772628596,0.0006088765967347964,0.989673580864714,0.0011731642473256465,0.00965919639814552,0.0014192090428562017,5
1,5,B1,1797.6,1.5165750888102858,0.0012809801562497995,0.0011449725243642631,0.009869111186379748,0.0025968683990255084,0.0,0.0,0.0,0.0,0.0015079815161980644,0.00032453917351739044,0.0015079815161980644,0.00032453917351739044,0.0006672227371404581,0.0006088765967347871,0.0058719135796256264,0.0005471069489092044,0.005204690842485168,0.0008898838981320489,0.9993327772628596,0.0006088765967347964,0.9926201049041763,0.0008203814638349602,0.006712672358683292,0.001047695313518887,5
1,5,P,1797.6,1.5165750888102858,0.0012796655640811634,0.0005398158327684697,0.007936198401394933,0.009244831072371748,0.2,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0006672227371404581,0.0006088765967347871,0.000319703038654183,0.00024770733686523005,0.0005971660628981778,0.00030163468372425625,0.9993327772628596,0.0006088765967347964,0.9996802969613461,0.00024770733686531505,0.00059716606289828,0.0003016346837240875,5
1,6,B0,1795.8,0.8366600265340688,0.005836665729392192,0.000459513580647698,0.055045593743739143,0.0029713291293121855,0.0,0.0,0.00011135857461024498,0.00024900534270598995,0.0038737629180684687,0.00025543456776513565,0.0037624043434582232,0.00026411112457953525,0.0005567309729409278,0.00039349300767076666,0.04927758440435741,0.003151235911885012,0.04872085343141648,0.003141078730047852,0.9993319104524488,0.000465679761802094,0.9468486526775741,0.0033521742941202914,0.052483257774874656,0.0033229797335741678,5
1,6,B1,1795.8,0.8366600265340688,0.003566202719036018,0.0005136041476409703,0.04078161289649581,0.0018194982374724934,0.0,0.0,0.00011135857461024498,0.00024900534270598995,0.004219736248551375,0.0005163489973642496,0.00410837767394113,0.00042508260264789596,0.0005567309729409278,0.00039349300767076666,0.03523728433408713,0.001956804034926992,0.0346805533611462,0.002016534906211658,0.9993319104524488,0.000465679761802094,0.9605429794173614,0.002358464266030667,0.038788931035087314,0.0023130005298188584,5
1,6,P,1795.8,0.8366600265340688,0.0006378803041656278,0.0005854284205523051,0.0020623628655948123,0.0023708839421393776,0.0,0.0,0.00011135857461024498,0.00024900534270598995,4.945480342568307e-05,0.00011058430227371681,6.190377118456191e-05,0.00013842104043227313,0.0005567309729409278,0.00039349300767076666,0.0003121328892576866,0.0002876283216162181,0.0002448861941166912,0.00028982279151398084,0.9993319104524488,0.000465679761802094,0.9996384123073166,0.0003348068731745975,0.00030678996530122407,0.00028578348783763017,5
1,7,B0,1795.6,0.5477225575051765,0.008966497897290546,0.0011260181373573125,0.06764169065669827,0.004630858077972983,0.0,0.0,0.0,0.0,0.0022769455340910993,0.00016978402314522022,0.0022769455340910993,0.00016978402314522022,0.00044549633664410537,0.0002490400593368451,0.062213883889066415,0.00442318712437518,0.06176838755242231,0.004397470662554098,0.9995545036633559,0.0002490400593368599,0.9355091705768425,0.004546595184076574,0.06404533308651346,0.004521392892243242,5
1,7,B1,1795.6,0.5477225575051765,0.004636309318597034,0.0005071215996707692,0.0466941068251895,0.002267369728295981,0.0,0.0,0.0,0.0,0.002024921843954931,0.00034288324792723873,0.002024921843954931,0.00034288324792723873,0.00044549633664410537,0.0002490400593368451,0.042979497085875396,0.0021850804044558597,0.04253400074923129,0.0021368685503182308,0.9995545036633559,0.0002490400593368599,0.9549955810701697,0.002359222387412812,0.04455892259318624,0.002305526038241961,5
1,7,P,1795.6,0.5477225575051765,0.000578801046760143,0.0005586193571421308,0.0019170127589518172,0.002271429753849065,0.0,0.0,0.0,0.0,1.5511709983757575e-08,3.4685237970944095e-08,1.5511709983757575e-08,3.4685237970944095e-08,0.00044549633664410537,0.0002490400593368451,0.0001368087947006055,0.00024113023213714015,0.00030886423524677193,0.0002863547163793923,0.9995545036633559,0.0002490400593368599,0.9998631756935893,0.00024116402875394035,0.00030887974695679163,0.0002863338039227355,5
1,8,B0,1796.0,0.7071067811865576,0.0077394456391701475,0.0003585784779822933,0.06416654309459675,0.0008504102097244054,0.0,0.0,0.0,0.0,0.002195820800500224,0.00011755564090537254,0.002195820800500224,0.00011755564090537254,0.0005567929420976391,2.1921613303241243e-07,0.060157111196413385,0.0007064230044641778,0.059600318254315755,0.0007063658604323226,0.9994432070579023,2.1921613304789347e-07,0.9376470680030863,0.0008223337209543755,0.06179613905481598,0.000822281706259207,5
1,8,B1,1796.0,0.7071067811865576,0.003948572887963444,0.00022703757981562786,0.04531963430705629,0.0006431683499635088,0.0,0.0,0.0,0.0,0.0019380472339123392,0.00021175710299883795,0.0019380472339123392,0.00021175710299883795,0.0005567929420976391,2.1921613303241243e-07,0.042590348782365166,0.0004949613020303082,0.042033555840267536,0.0004949045807065034,0.9994432070579023,2.1921613304789347e-07,0.9554716039837224,0.000706379639350449,0.04397160307417987,0.0007063195970407482,5
