fold,model,scope,stage,bin,n,predicted,observed
2,B0,K5,Service,6,1616,0.6453493609691272,0.31373762376237624
2,B0,K5,Service,7,1210,0.7471274449409455,0.371900826446281
2,B0,K5,Service,8,864,0.8506278933806823,0.33101851851851855
2,B0,K5,Service,9,485,0.9249575380661009,0.38556701030927837
2,B0,K5,On_time,0,936,0.05487066269886647,0.6111111111111112
2,B0,K5,On_time,1,1168,0.15288521019373005,0.7123287671232876
2,B0,K5,On_time,2,1539,0.2516622828907826,0.686809616634178
2,B0,K5,On_time,3,1694,0.350870379509179,0.6865407319952774
2,B0,K5,On_time,4,1510,0.4481335237717064,0.671523178807947
2,B0,K5,On_time,5,1931,0.5543622826273292,0.7001553599171414
2,B0,K5,On_time,6,4075,0.6576565659421787,0.798282208588957
2,B0,K5,On_time,7,7121,0.7521125561953339,0.8216542620418481
2,B0,K5,On_time,8,11335,0.8559294961744288,0.8667842964269961
2,B0,K5,On_time,9,39838,0.9647739066087294,0.9509513529795672
2,B0,K6,Queue,0,68915,0.017544706509819544,0.023507219037945296
2,B0,K6,Queue,1,5085,0.1495760185349164,0.3529990167158309
2,B0,K6,Queue,2,3752,0.24388807718318903,0.40538379530916846
2,B0,K6,Queue,3,1746,0.3472239378272312,0.7617411225658648
2,B0,K6,Queue,4,1920,0.4548475694171273,0.9317708333333333
2,B0,K6,Queue,5,1975,0.5448284660587814,0.9954430379746836
2,B0,K6,Queue,6,989,0.6418116558114879,0.9989888776541962
2,B0,K6,Queue,7,252,0.7336738234276821,1.0
2,B0,K6,Queue,8,35,0.8339476281708701,1.0
2,B0,K6,Queue,9,2,0.9131987002626236,1.0
2,B0,K6,Service,0,6873,0.06909008503202714,0.0005819874872690237
2,B0,K6,Service,1,8953,0.14713687215819843,0.00904724673293868
2,B0,K6,Service,2,8097,0.2502104452100657,0.11930344572063727
2,B0,K6,Service,3,9626,0.35258070990461166,0.34583419904425516
2,B0,K6,Service,4,11780,0.4485772370830352,0.33904923599320885
2,B0,K6,Service,5,6437,0.5487590572440301,0.6557402516700326
2,B0,K6,Service,6,6371,0.6492922997053655,0.7714644482812745
2,B0,K6,Service,7,6367,0.7497947077810589,0.8815768807915816
2,B0,K6,Service,8,9507,0.8550660497318427,0.9608709372041654
2,B0,K6,Service,9,10660,0.9350607752806391,0.9920262664165104
2,B0,K6,On_time,0,17277,0.0486866874075694,0.006887769867453841
2,B0,K6,On_time,1,9906,0.14582591766299194,0.03462547950736927
2,B0,K6,On_time,2,7665,0.25087956180445103,0.10789302022178734
2,B0,K6,On_time,3,8613,0.35139153639360715,0.20968303726924417
2,B0,K6,On_time,4,8277,0.4490119817917137,0.32934638153920504
2,B0,K6,On_time,5,7286,0.5487257373287795,0.47845182541861103
2,B0,K6,On_time,6,6184,0.6489043509705827,0.6292043984476067
2,B0,K6,On_time,7,6072,0.75088104853051,0.8096179183135704
2,B0,K6,On_time,8,8137,0.8534301289139767,0.905616320511245
2,B0,K6,On_time,9,5254,0.9283629248560478,0.9625047582794062
2,B0,K7,Queue,0,40692,0.053896841000289575,0.0031947311510862088
2,B0,K7,Queue,1,17950,0.14307181356272422,0.09532033426183845
2,B0,K7,Queue,2,8794,0.24451000237027037,0.1781896747782579
2,B0,K7,Queue,3,4739,0.34436190798873856,0.3886895969613843
2,B0,K7,Queue,4,3228,0.44776183302158556,0.5508054522924412
2,B0,K7,Queue,5,2774,0.5496510000842626,0.7527036770007209
2,B0,K7,Queue,6,3179,0.6521059256315201,0.7832651777288455
2,B0,K7,Queue,7,5321,0.754267943202091,0.8755872956211238
2,B0,K7,Queue,8,8023,0.8493262770283613,0.9806805434376169
2,B0,K7,Queue,9,1041,0.9163645138454171,1.0
2,B0,K7,Service,0,4891,0.07639497934887794,0.0012267429973420569
2,B0,K7,Service,1,25816,0.14973189355012223,0.05279671521537031
2,B0,K7,Service,2,4096,0.24967766761693574,0.111083984375
2,B0,K7,Service,3,4337,0.3518391307762817,0.31519483513949736
2,B0,K7,Service,4,6533,0.45590050425879036,0.5587019745905404
2,B0,K7,Service,5,8471,0.5405841645553139,0.6556486837445402
2,B0,K7,Service,6,8616,0.652865124578638,0.8266016713091922
2,B0,K7,Service,7,9028,0.7428085469658069,0.8742800177226406
2,B0,K7,Service,8,13201,0.8519394658401195,0.9187940307552458
2,B0,K7,Service,9,10752,0.9158153935374429,0.9986979166666666
2,B0,K7,On_time,0,42391,0.03370290567774822,0.01078059021962209
2,B0,K7,On_time,1,14008,0.14602622819120278,0.07352941176470588
2,B0,K7,On_time,2,9940,0.247702778477471,0.15583501006036218
2,B0,K7,On_time,3,7304,0.34750003373768934,0.27916210295728366
2,B0,K7,On_time,4,5620,0.44827961016465734,0.4370106761565836
2,B0,K7,On_time,5,4277,0.5491050542592337,0.5831190086509236
2,B0,K7,On_time,6,3932,0.6502944610866399,0.7235503560528993
2,B0,K7,On_time,7,3854,0.7487333891815189,0.8461338868707836
2,B0,K7,On_time,8,3399,0.8466523446733398,0.9323330391291557
2,B0,K7,On_time,9,1016,0.925417393026538,0.9744094488188977
2,B1,ALL,Queue,0,329865,0.014976969389676844,0.011031785730526125
2,B1,ALL,Queue,1,21018,0.1420113301755598,0.15072794747359405
2,B1,ALL,Queue,2,10324,0.24405070639314932,0.2623014335528865
2,B1,ALL,Queue,3,5025,0.345357544199663,0.3880597014925373
2,B1,ALL,Queue,4,3525,0.4489486478151988,0.5812765957446808
2,B1,ALL,Queue,5,3272,0.5496592521073375,0.7197432762836186
2,B1,ALL,Queue,6,2704,0.6473890167549688,0.838387573964497
2,B1,ALL,Queue,7,2487,0.7509562226386188,0.9340570969039003
2,B1,ALL,Queue,8,2626,0.8520481215644614,0.9722010662604722
2,B1,ALL,Queue,9,13864,0.9887320789336896,0.9981246393537219
2,B1,ALL,Service,0,217293,0.01965925894414772,0.013194166402047005
2,B1,ALL,Service,1,27616,0.14452935880567985,0.06778679026651217
2,B1,ALL,Service,2,19344,0.24871953267823915,0.16170388751033912
2,B1,ALL,Service,3,19316,0.35244193188652173,0.2835990888382688
2,B1,ALL,Service,4,15860,0.4454000094642615,0.40775535939470364
2,B1,ALL,Service,5,17773,0.5545411744029932,0.6826084510212119
2,B1,ALL,Service,6,12977,0.6500840387578264,0.7833089311859444
2,B1,ALL,Service,7,14597,0.7495408724155513,0.8489415633349319
2,B1,ALL,Service,8,18289,0.8530689147834175,0.894964186122806
2,B1,ALL,Service,9,31645,0.94854303600661,0.9596144730605151
2,B1,ALL,On_time,0,66130,0.029526436024384428,0.013155905035536066
2,B1,ALL,On_time,1,21088,0.14672247599422145,0.08952959028831563
2,B1,ALL,On_time,2,16672,0.24814814039426994,0.17214491362763915
2,B1,ALL,On_time,3,16761,0.35070246554993173,0.2529085376767496
2,B1,ALL,On_time,4,15586,0.4485949215400906,0.38669318619273707
2,B1,ALL,On_time,5,14053,0.5492963811609272,0.5680637586280509
2,B1,ALL,On_time,6,14364,0.6501154769063081,0.7305068226120858
2,B1,ALL,On_time,7,15325,0.7513679354418039,0.8192495921696574
2,B1,ALL,On_time,8,22433,0.8552123934916099,0.893772567200107
2,B1,ALL,On_time,9,192298,0.9775285372467045,0.986224505715088
2,B1,K5,Queue,0,66314,0.01105507724827734,0.0021111680791386436
2,B1,K5,Queue,1,2589,0.14467190046973855,0.012359984550019312
2,B1,K5,Queue,2,1032,0.23979709827443746,0.012596899224806201
2,B1,K5,Queue,3,563,0.3480241032228957,0.02486678507992895
2,B1,K5,Queue,4,369,0.44399056242342333,0.024390243902439025
2,B1,K5,Queue,5,153,0.5436239908062166,0.0784313725490196
2,B1,K5,Queue,6,65,0.6436998432606187,0.13846153846153847
2,B1,K5,Queue,7,28,0.7529249681980231,0.4642857142857143
2,B1,K5,Queue,8,20,0.8405787022192024,0.45
2,B1,K5,Queue,9,14,0.9676048256452253,1.0
2,B1,K5,Service,0,47829,0.030881115547235122,0.058123732463568126
2,B1,K5,Service,1,8693,0.14195566866011633,0.16001380421028413
2,B1,K5,Service,2,4015,0.24827180838346502,0.23511830635118305
2,B1,K5,Service,3,3182,0.350027056061898,0.2363293526084224
2,B1,K5,Service,4,2667,0.44329906901762905,0.25346831646044243
2,B1,K5,Service,5,1562,0.5480278552768235,0.26888604353393086
2,B1,K5,Service,6,1041,0.6466627055636726,0.3467819404418828
2,B1,K5,Service,7,946,0.7495927077551735,0.36257928118393234
2,B1,K5,Service,8,979,0.8541223130031933,0.32788559754851887
2,B1,K5,Service,9,233,0.9109383146630328,0.3905579399141631
2,B1,K5,On_time,0,723,0.059470550909104386,0.6085753803596127
2,B1,K5,On_time,1,960,0.152290849111798,0.6604166666666667
2,B1,K5,On_time,2,1248,0.24928698169313535,0.7003205128205128
2,B1,K5,On_time,3,1444,0.35283844648523643,0.7222991689750693
2,B1,K5,On_time,4,1961,0.4516003849554552,0.7511473737888832
2,B1,K5,On_time,5,2870,0.5513560189607025,0.7257839721254356
2,B1,K5,On_time,6,3695,0.6539426266636272,0.7618403247631935
2,B1,K5,On_time,7,5832,0.7524151512514181,0.8156721536351166
2,B1,K5,On_time,8,9192,0.8543191278145505,0.8670583115752829
2,B1,K5,On_time,9,43222,0.9677918297790383,0.9419739947249086
2,B1,K6,Queue,0,68667,0.020982132143407217,0.03154353619642623
2,B1,K6,Queue,1,5282,0.1454872915493865,0.3767512305944718
2,B1,K6,Queue,2,3993,0.2443793448828386,0.35612321562734783
2,B1,K6,Queue,3,1718,0.34386061992712474,0.6036088474970897
2,B1,K6,Queue,4,1320,0.4504965173992597,0.8507575757575757
2,B1,K6,Queue,5,1333,0.550759191118654,0.9369842460615154
2,B1,K6,Queue,6,984,0.6458058240103269,0.9634146341463414
2,B1,K6,Queue,7,804,0.748780904474712,0.9925373134328358
2,B1,K6,Queue,8,452,0.845422520653007,0.9889380530973452
2,B1,K6,Queue,9,118,0.9348334538735685,1.0
2,B1,K6,Service,0,8494,0.06176421099148067,0.003414174711561102
2,B1,K6,Service,1,8003,0.1465941167835193,0.025865300512307884
2,B1,K6,Service,2,8194,0.25155746687501873,0.060288015621186235
2,B1,K6,Service,3,12641,0.35336938338568175,0.3048018352978404
2,B1,K6,Service,4,8337,0.44174931945957413,0.41165887009715724
2,B1,K6,Service,5,7239,0.5525829620241809,0.7415388865865451
2,B1,K6,Service,6,5892,0.6468038389332181,0.8173794976238968
2,B1,K6,Service,7,5353,0.7521382021151757,0.852606015318513
2,B1,K6,Service,8,7382,0.855738720986639,0.9516391221891086
2,B1,K6,Service,9,13136,0.9498046096578743,0.9930724725943971
2,B1,K6,On_time,0,18931,0.04127504282975337,0.0066029264169880095
2,B1,K6,On_time,1,8345,0.14511706619958956,0.05536249251048532
2,B1,K6,On_time,2,6933,0.24924116100536592,0.1270734169912015
2,B1,K6,On_time,3,8903,0.3520955916226209,0.17679433898685837
2,B1,K6,On_time,4,8684,0.44800109511336517,0.2878857669276831
2,B1,K6,On_time,5,7128,0.5488350540592744,0.48162177328843997
2,B1,K6,On_time,6,6672,0.6480795433138388,0.6836031175059952
2,B1,K6,On_time,7,5222,0.7497633500376772,0.789544235924933
2,B1,K6,On_time,8,7021,0.8549257231857125,0.8675402364335565
2,B1,K6,On_time,9,6832,0.9363659795225064,0.9938524590163934
2,B1,K7,Queue,0,53462,0.03822858261675547,0.023586846732258426
2,B1,K7,Queue,1,12243,0.14064000755345976,0.09335947071796129
2,B1,K7,Queue,2,4893,0.24337872982172598,0.25955446556304923
2,B1,K7,Queue,3,2427,0.3470757229448246,0.3695920889987639
2,B1,K7,Queue,4,1813,0.4488876655036531,0.504688361831219
2,B1,K7,Queue,5,1780,0.5493700367116614,0.6146067415730337
2,B1,K7,Queue,6,1648,0.6484618651205228,0.7942961165048543
2,B1,K7,Queue,7,1643,0.7518755344716828,0.9178332318928789
2,B1,K7,Queue,8,2139,0.8535654531996478,0.978494623655914
2,B1,K7,Queue,9,13693,0.9892874920697441,0.9993427298619733
2,B1,K7,Service,0,18569,0.024146993336863015,0.001292476708492649
2,B1,K7,Service,1,10291,0.14626102712198594,0.025847828199397533
2,B1,K7,Service,2,7071,0.24577610767212557,0.23858011596662423
2,B1,K7,Service,3,3463,0.3512884580371917,0.2515160265665608
2,B1,K7,Service,4,4841,0.45282032375618225,0.487296013220409
2,B1,K7,Service,5,8962,0.5572700787850113,0.7078777058692256
2,B1,K7,Service,6,6042,0.6538651940494784,0.8255544521681563
2,B1,K7,Service,7,8298,0.7478594380803655,0.9020245842371656
2,B1,K7,Service,8,9928,0.8509798952176095,0.9087429492344883
2,B1,K7,Service,9,18276,0.9481156924188472,0.9428211862551981
2,B1,K7,On_time,0,46415,0.024292021485093487,0.006226435419584186
2,B1,K7,On_time,1,11767,0.14738730792301866,0.066287074020566
2,B1,K7,On_time,2,8476,0.2470613625094685,0.1303680981595092
2,B1,K7,On_time,3,6404,0.3482583372020872,0.2517176764522174
2,B1,K7,On_time,4,4921,0.44841129571127275,0.41333062385693964
2,B1,K7,On_time,5,3938,0.547959029046366,0.5972574911122397
2,B1,K7,On_time,6,3458,0.6497224017312249,0.7472527472527473
2,B1,K7,On_time,7,3607,0.7509600795599365,0.8358746881064597
2,B1,K7,On_time,8,4310,0.8504662671684187,0.9480278422273782
2,B1,K7,On_time,9,2445,0.9307794134276338,0.9950920245398773
2,P,ALL,Queue,0,354426,0.0006632767754071837,0.0026296039229627625
2,P,ALL,Queue,1,1786,0.1417368907785871,0.1780515117581187
2,P,ALL,Queue,2,857,0.24404839898449027,0.2613768961493582
2,P,ALL,Queue,3,1060,0.3584264723722263,0.5801886792452831
2,P,ALL,Queue,4,1960,0.4563362878944595,0.7372448979591837
2,P,ALL,Queue,5,1722,0.5449788554850157,0.6202090592334495
2,P,ALL,Queue,6,887,0.6398558525862631,0.6629086809470124
2,P,ALL,Queue,7,573,0.7508034013907807,0.68760907504363
2,P,ALL,Queue,8,1077,0.8397685452180824,0.8960074280408542
2,P,ALL,Queue,9,30362,0.9989065097417374,0.9979909096897438
2,P,ALL,Service,0,243080,0.004517932476136081,0.002357248642422248
2,P,ALL,Service,1,14143,0.1475104283462122,0.12041292512196847
2,P,ALL,Service,2,11060,0.2487161445069388,0.22450271247739603
2,P,ALL,Service,3,8051,0.34811047217025615,0.3354862749968948
2,P,ALL,Service,4,7484,0.45017964130366034,0.43212185996793157
2,P,ALL,Service,5,9243,0.5543551872518414,0.563777994157741
2,P,ALL,Service,6,7014,0.6474520963962201,0.47818648417450815
2,P,ALL,Service,7,8398,0.7560042962451805,0.615860919266492
2,P,ALL,Service,8,18429,0.8543283026401709,0.7741602908459493
2,P,ALL,Service,9,67808,0.9734688645978221,0.9222805568664464
2,P,ALL,On_time,0,107570,0.019632215114467815,0.04768058008738496
2,P,ALL,On_time,1,17168,0.14330755702751177,0.2163327120223672
2,P,ALL,On_time,2,6928,0.24559230117559352,0.42075635103926096
2,P,ALL,On_time,3,6907,0.3538697499713769,0.4918198928623136
2,P,ALL,On_time,4,8530,0.4444045751691298,0.38851113716295427
2,P,ALL,On_time,5,5683,0.5504515381000542,0.5555164525778638
2,P,ALL,On_time,6,7075,0.6529738143874881,0.6691166077738516
2,P,ALL,On_time,7,10494,0.7514175593522413,0.7750142938822184
2,P,ALL,On_time,8,11737,0.8512481648384848,0.8629121581324019
2,P,ALL,On_time,9,212618,0.9950300545012678,0.997107488547536
2,P,K5,Queue,0,71077,0.0001293254491742633,0.002982680754674508
2,P,K5,Queue,1,15,0.1455968685915345,0.6
2,P,K5,Queue,2,25,0.25107949174769373,0.92
2,P,K5,Queue,3,7,0.3472905056843212,0.7142857142857143
2,P,K5,Queue,4,8,0.4308536075399995,0.625
2,P,K5,Queue,5,4,0.5486523965543133,0.5
2,P,K5,Queue,6,2,0.6140533040090235,0.5
2,P,K5,Queue,7,1,0.7606073357177923,1.0
2,P,K5,Queue,9,8,0.9731451735352943,0.875
2,P,K5,Service,0,37740,0.01906863992899133,0.00805511393746688
2,P,K5,Service,1,8941,0.147118229418635,0.13700928307795548
2,P,K5,Service,2,5866,0.24410752541747557,0.1859870439822707
2,P,K5,Service,3,2611,0.3448350739972432,0.22060513213328226
2,P,K5,Service,4,1256,0.4447936137933734,0.2802547770700637
2,P,K5,Service,5,1915,0.5641494460890171,0.26475195822454306
2,P,K5,Service,6,2486,0.6454478865874752,0.2594529364440869
2,P,K5,Service,7,2280,0.7495855351718764,0.3394736842105263
2,P,K5,Service,8,3181,0.8542686509966627,0.3520905375668029
2,P,K5,Service,9,4871,0.9530357599659237,0.30486553069184974
2,P,K5,On_time,0,4923,0.04622120874998101,0.68860450944546
2,P,K5,On_time,1,3174,0.14560375908521617,0.6452425960932577
2,P,K5,On_time,2,2275,0.25048567831904095,0.6571428571428571
2,P,K5,On_time,3,2486,0.35454735143241134,0.7337087691069992
2,P,K5,On_time,4,1911,0.4363936432249509,0.7247514390371533
2,P,K5,On_time,5,1258,0.5551933606917562,0.7082670906200318
2,P,K5,On_time,6,2604,0.6550782403436576,0.7692012288786483
2,P,K5,On_time,7,5846,0.7556909567405433,0.799863154293534
2,P,K5,On_time,8,8940,0.8528798997275483,0.8608501118568233
2,P,K5,On_time,9,37730,0.980921863625117,0.991121123774185
2,P,K6,Queue,0,73207,0.0012399886026235097,0.005368339093256109
2,P,K6,Queue,1,435,0.13378141100226354,0.1310344827586207
2,P,K6,Queue,2,104,0.23981747627554226,0.17307692307692307
2,P,K6,Queue,3,221,0.3738135638922031,0.7737556561085973
2,P,K6,Queue,4,827,0.46140525529159454,0.9721886336154776
2,P,K6,Queue,5,217,0.5384796332905445,0.9493087557603687
2,P,K6,Queue,6,174,0.625668608770046,0.9597701149425287
2,P,K6,Queue,7,36,0.7408253504715927,0.9166666666666666
2,P,K6,Queue,8,6,0.8513215156722124,1.0
2,P,K6,Queue,9,9444,0.9999567395569755,0.9998941126641254
2,P,K6,Service,0,29839,0.003859817182272553,0.0022453835584302423
2,P,K6,Service,1,3041,0.15103583243329072,0.08286747780335416
2,P,K6,Service,2,2034,0.2480732795283159,0.3456243854473943
2,P,K6,Service,3,1837,0.35634739795178233,0.3745236799129015
2,P,K6,Service,4,3140,0.4538333433908446,0.44745222929936307
2,P,K6,Service,5,3352,0.5468651158005664,0.5733890214797136
2,P,K6,Service,6,1729,0.6458057084713353,0.5459803354540197
2,P,K6,Service,7,1997,0.7589991923666831,0.6029043565348022
2,P,K6,Service,8,8203,0.8537998342680577,0.8578568816286725
2,P,K6,Service,9,29499,0.977765821122739,0.969897284653717
2,P,K6,On_time,0,40746,0.018286690478569234,0.018995729642173467
2,P,K6,On_time,1,6834,0.147697331883526,0.14925373134328357
2,P,K6,On_time,2,2111,0.24292695617332138,0.35812411179535764
2,P,K6,On_time,3,2215,0.3562630202901283,0.32505643340857787
2,P,K6,On_time,4,3714,0.4534635302586826,0.3632202477113624
2,P,K6,On_time,5,3101,0.5460832421463628,0.5398258626249597
2,P,K6,On_time,6,1824,0.6436667951274813,0.6255482456140351
2,P,K6,On_time,7,2024,0.7519010920304842,0.6531620553359684
2,P,K6,On_time,8,1707,0.849881707568733,0.8523725834797891
2,P,K6,On_time,9,20395,0.994372896405328,0.9967639127237068
2,P,K7,Queue,0,66999,0.0020058920614164743,0.0033134822907804596
2,P,K7,Queue,1,1335,0.14430682670468065,0.18801498127340824
2,P,K7,Queue,2,727,0.24444206518744874,0.25034387895460797
2,P,K7,Queue,3,831,0.35438581051920526,0.5270758122743683
2,P,K7,Queue,4,1124,0.4527715590973534,0.5649466192170819
2,P,K7,Queue,5,1501,0.54590866031641,0.5729513657561626
2,P,K7,Queue,6,711,0.6434004173136558,0.5907172995780591
2,P,K7,Queue,7,535,0.7515257805391357,0.6710280373831776
2,P,K7,Queue,8,1071,0.8397038226945298,0.8954248366013072
2,P,K7,Queue,9,20907,0.998443586538521,0.997177978667432
2,P,K7,Service,0,34637,0.006858013399893625,0.005254496636544735
2,P,K7,Service,1,1930,0.14278903367882023,0.11709844559585492
2,P,K7,Service,2,2076,0.25317261612212216,0.3309248554913295
2,P,K7,Service,3,2832,0.35135119756562916,0.5070621468926554
2,P,K7,Service,4,2969,0.4492503459407577,0.4964634557089929
2,P,K7,Service,5,3952,0.5561139676138945,0.7036943319838057
2,P,K7,Service,6,2790,0.650268169897796,0.6326164874551972
2,P,K7,Service,7,4118,0.7581083597579775,0.7756192326372026
2,P,K7,Service,8,7041,0.8549876249799664,0.8677744638545661
2,P,K7,Service,9,33396,0.9726325656980098,0.970834830518625
2,P,K7,On_time,0,61853,0.01841113780860794,0.015407498423681956
2,P,K7,On_time,1,7156,0.13807910063867132,0.08971492453884852
2,P,K7,On_time,2,2539,0.2434242360724264,0.2607325718786924
2,P,K7,On_time,3,2197,0.35069999285181613,0.38507055075102414
2,P,K7,On_time,4,2881,0.4378454238898154,0.194376952447067
2,P,K7,On_time,5,1206,0.5552502843330324,0.4013266998341625
2,P,K7,On_time,6,1877,0.6511494467750305,0.4400639318060735
2,P,K7,On_time,7,1539,0.746980629861933,0.6855100714749838
2,P,K7,On_time,8,861,0.8388156367333017,0.8722415795586528
2,P,K7,On_time,9,13632,0.985632342691911,0.9911238262910798
3,B0,ALL,Queue,0,323976,0.01440573779075825,0.005197915895004568
3,B0,ALL,Queue,1,23372,0.14486172280153575,0.14051001198014718
3,B0,ALL,Queue,2,12643,0.24286097672702564,0.27548841256031004
3,B0,ALL,Queue,3,6399,0.345649597399278,0.5969682762931708
3,B0,ALL,Queue,4,4960,0.44888973690489414,0.7961693548387097
3,B0,ALL,Queue,5,4444,0.54994888412123,0.8854635463546354
3,B0,ALL,Queue,6,4510,0.6502813403558458,0.8791574279379157
3,B0,ALL,Queue,7,5900,0.7536642789411754,0.9184745762711864
3,B0,ALL,Queue,8,7722,0.8471712762502537,0.9884744884744885
3,B0,ALL,Queue,9,768,0.9163874585472881,0.9973958333333334
3,B0,ALL,Service,0,201908,0.019418364896455317,0.011297224478475346
3,B0,ALL,Service,1,46437,0.15011590228765,0.04735448026358292
3,B0,ALL,Service,2,20232,0.2502697799799122,0.15534796362198497
3,B0,ALL,Service,3,18536,0.3489973752169906,0.3199179974104445
3,B0,ALL,Service,4,16362,0.4467069528187032,0.41370248135924703
3,B0,ALL,Service,5,16730,0.5508619746135166,0.5449491930663479
3,B0,ALL,Service,6,15268,0.652325489177547,0.7810453235525282
3,B0,ALL,Service,7,15210,0.7457050223598446,0.8808678500986193
3,B0,ALL,Service,8,23908,0.8542113716526072,0.9401455579722269
3,B0,ALL,Service,9,20103,0.9237917064597387,0.9957220315375814
3,B0,ALL,On_time,0,58583,0.039810596596270315,0.009439598518341499
3,B0,ALL,On_time,1,24643,0.14547618064263854,0.055756198514791216
3,B0,ALL,On_time,2,17277,0.24929899222176496,0.13590322393934132
3,B0,ALL,On_time,3,15699,0.3496039820767992,0.2642206509968788
3,B0,ALL,On_time,4,14560,0.4495175823595239,0.3847527472527473
3,B0,ALL,On_time,5,13828,0.5494233910383436,0.5147526757304021
3,B0,ALL,On_time,6,14476,0.6516027662881361,0.7019204200055263
3,B0,ALL,On_time,7,17843,0.7503241626553349,0.8305778176315642
3,B0,ALL,On_time,8,22277,0.8532095839475675,0.910580419266508
3,B0,ALL,On_time,9,195508,0.9776388059156209,0.9876373345336252
3,B0,K5,Queue,0,70946,0.006409318152144096,0.0024384743325909846
3,B0,K5,Queue,1,127,0.14010817498345696,0.2125984251968504
3,B0,K5,Queue,2,44,0.2420475927383046,0.36363636363636365
3,B0,K5,Queue,3,24,0.3439895748960518,0.4583333333333333
3,B0,K5,Queue,4,11,0.4374314332199496,0.5454545454545454
3,B0,K5,Queue,5,9,0.5510813731124444,0.6666666666666666
3,B0,K5,Queue,6,4,0.656432534373458,1.0
3,B0,K5,Queue,7,5,0.7494981297591228,1.0
3,B0,K5,Queue,8,2,0.8551456932351773,1.0
3,B0,K5,Queue,9,3,0.917860556081688,1.0
3,B0,K5,Service,0,51025,0.02602874732081124,0.04384125428711416
3,B0,K5,Service,1,8019,0.14571543374727033,0.1278214241177204
3,B0,K5,Service,2,6315,0.2488144111348836,0.18273950910530484
3,B0,K5,Service,3,3564,0.34181308471309213,0.20202020202020202
3,B0,K5,Service,4,1171,0.44090803141050666,0.2655849701110162
3,B0,K5,Service,5,492,0.5450395296517144,0.3008130081300813
3,B0,K5,Service,6,290,0.6450040903717883,0.296551724137931
3,B0,K5,Service,7,161,0.7477132556632665,0.2981366459627329
3,B0,K5,Service,8,101,0.8406267411571289,0.33663366336633666
3,B0,K5,Service,9,37,0.9251477789669401,0.5675675675675675
3,B0,K5,On_time,0,83,0.03038808731149742,0.2891566265060241
3,B0,K5,On_time,1,130,0.157192992618872,0.6923076923076923
3,B0,K5,On_time,2,159,0.2540967229726212,0.660377358490566
3,B0,K5,On_time,3,316,0.35439057643028726,0.6772151898734177
3,B0,K5,On_time,4,543,0.4551991805471465,0.6887661141804788
3,B0,K5,On_time,5,1250,0.5595844385012432,0.7272
3,B0,K5,On_time,6,3742,0.6573913556196241,0.7952966328166756
3,B0,K5,On_time,7,6338,0.7507584692154766,0.8144525086778164
3,B0,K5,On_time,8,8183,0.8552091063227016,0.864841745081266
3,B0,K5,On_time,9,50431,0.9682023265488585,0.955900140786421
3,B0,K6,Queue,0,69469,0.019005015865878053,0.016050324605219594
3,B0,K6,Queue,1,5617,0.14935306279616117,0.21790991632544063
3,B0,K6,Queue,2,3911,0.24304871462456057,0.30478138583482484
3,B0,K6,Queue,3,2018,0.34320922751066324,0.6560951437066402
3,B0,K6,Queue,4,1260,0.45140777013928307,0.8873015873015873
3,B0,K6,Queue,5,1332,0.5476427562472209,0.9804804804804805
3,B0,K6,Queue,6,763,0.6424148268487373,0.9947575360419397
3,B0,K6,Queue,7,186,0.7373177708442124,1.0
3,B0,K6,Queue,8,21,0.8226226878246885,1.0
3,B0,K6,Queue,9,1,0.9039735581147821,1.0
3,B0,K6,Service,0,7123,0.07087226920995557,0.0008423417099536712
3,B0,K6,Service,1,10457,0.14746904290748544,0.00937171272831596
3,B0,K6,Service,2,9368,0.25163624034960935,0.17677198975234842
3,B0,K6,Service,3,10522,0.3504335014862602,0.39707279984793764
3,B0,K6,Service,4,9240,0.4430396616638296,0.43712121212121213
3,B0,K6,Service,5,5764,0.5516734210613624,0.6060027758501041
3,B0,K6,Service,6,5999,0.6486509996451285,0.7446241040173363
3,B0,K6,Service,7,5981,0.7489764023571587,0.8896505601070055
3,B0,K6,Service,8,9696,0.8560185701680616,0.9693688118811881
3,B0,K6,Service,9,10428,0.9323755420936322,0.9945339470655926
3,B0,K6,On_time,0,15346,0.053499529152795745,0.006451192493157826
3,B0,K6,On_time,1,9669,0.14544573273202893,0.033095459716620125
3,B0,K6,On_time,2,7199,0.25255344246446376,0.10807056535629948
3,B0,K6,On_time,3,8033,0.35201265577478563,0.23727125606871655
3,B0,K6,On_time,4,8402,0.45021334441615496,0.3517019757200667
3,B0,K6,On_time,5,8294,0.5477911314163438,0.46407041234627444
3,B0,K6,On_time,6,6593,0.6489973623121943,0.6396177764295465
3,B0,K6,On_time,7,6951,0.7495724932512933,0.8345561789670551
3,B0,K6,On_time,8,9291,0.8538679584829919,0.9319771822193521
3,B0,K6,On_time,9,4800,0.9274208665694569,0.9833333333333333
3,B0,K7,Queue,0,40622,0.05419452425771658,0.008099059622864458
3,B0,K7,Queue,1,17566,0.14348546553750716,0.11533644540589776
3,B0,K7,Queue,2,8649,0.24275141914471993,0.2623424673372644
3,B0,K7,Queue,3,4339,0.3467556362218793,0.5722516708919105
3,B0,K7,Queue,4,3680,0.44803487244888174,0.7671195652173913
3,B0,K7,Queue,5,3092,0.5508775672714696,0.8473479948253557
3,B0,K7,Queue,6,3737,0.6519080249286577,0.8560342520738561
