fold,model,scope,stage,bin,n,predicted,observed
5,B1,K6,Service,9,13580,0.9486877067975732,0.9938880706921944
5,B1,K6,On_time,0,18432,0.043943049697022354,0.011827256944444444
5,B1,K6,On_time,1,8365,0.14586458730063714,0.12827256425582786
5,B1,K6,On_time,2,6010,0.24716221326987795,0.2437603993344426
5,B1,K6,On_time,3,8060,0.3543644668948131,0.2683622828784119
5,B1,K6,On_time,4,9542,0.44768095527561613,0.3393418570530287
5,B1,K6,On_time,5,8458,0.5487725345344846,0.6242610546228423
5,B1,K6,On_time,6,6603,0.6446109690781069,0.8580948053914887
5,B1,K6,On_time,7,5762,0.750719628918501,0.9376952447066991
5,B1,K6,On_time,8,8496,0.8559872122587382,0.9685734463276836
5,B1,K6,On_time,9,4969,0.9262543502470151,0.9977862749044073
5,B1,K7,Queue,0,49944,0.04207738481687072,0.016598590421271823
5,B1,K7,Queue,1,17460,0.1383817971434638,0.06460481099656358
5,B1,K7,Queue,2,4901,0.2414260315501643,0.22526015098959395
5,B1,K7,Queue,3,2310,0.34674562957145166,0.2779220779220779
5,B1,K7,Queue,4,1878,0.4492083034533166,0.2939297124600639
5,B1,K7,Queue,5,1898,0.550136298447105,0.3904109589041096
5,B1,K7,Queue,6,1740,0.646965089902777,0.603448275862069
5,B1,K7,Queue,7,1282,0.7488956937148796,0.8018720748829953
5,B1,K7,Queue,8,1249,0.8506036014039308,0.9415532425940752
5,B1,K7,Queue,9,13090,0.9930308692508247,0.9996180290297937
5,B1,K7,Service,0,18668,0.024268725545845738,0.0011249196485965287
5,B1,K7,Service,1,8960,0.14498372402454254,0.03939732142857143
5,B1,K7,Service,2,8813,0.2402546324402003,0.31396800181549983
5,B1,K7,Service,3,3315,0.351063653295722,0.23529411764705882
5,B1,K7,Service,4,4252,0.4538545554860864,0.4927093132643462
5,B1,K7,Service,5,7762,0.5545551156552625,0.6564029889203813
5,B1,K7,Service,6,5796,0.6555261359043741,0.7836438923395446
5,B1,K7,Service,7,9331,0.7497863086071404,0.8915443146500911
5,B1,K7,Service,8,11860,0.8533176296094498,0.9152613827993255
5,B1,K7,Service,9,16995,0.946174117688437,0.959576345984113
5,B1,K7,On_time,0,45609,0.023879398214451286,0.00791510447499397
5,B1,K7,On_time,1,11941,0.14697465668767032,0.08449878569634034
5,B1,K7,On_time,2,8856,0.24757662994123938,0.16068202348690153
5,B1,K7,On_time,3,6350,0.34738759828199456,0.3124409448818898
5,B1,K7,On_time,4,4590,0.44816577539969005,0.4906318082788671
5,B1,K7,On_time,5,3650,0.5481980676088796,0.6947945205479452
5,B1,K7,On_time,6,3437,0.6506147700317133,0.8353215013092814
5,B1,K7,On_time,7,4023,0.7517706133472533,0.9182202336564753
5,B1,K7,On_time,8,4924,0.8512502883386894,0.9727863525588952
5,B1,K7,On_time,9,2372,0.927040064195591,0.9957841483979764
5,P,ALL,Queue,0,365721,0.000849982771395377,0.0029858826810601523
5,P,ALL,Queue,1,2072,0.14378262366707373,0.12258687258687259
5,P,ALL,Queue,2,1069,0.24538166221087418,0.19363891487371376
5,P,ALL,Queue,3,847,0.3496449412563723,0.43211334120425027
5,P,ALL,Queue,4,904,0.45370167420685764,0.44579646017699115
5,P,ALL,Queue,5,1407,0.5455278834384464,0.5266524520255863
5,P,ALL,Queue,6,1415,0.6509041732613572,0.6869257950530036
5,P,ALL,Queue,7,1461,0.7508921943825088,0.7227926078028748
5,P,ALL,Queue,8,1529,0.8513286313641717,0.8705035971223022
5,P,ALL,Queue,9,18296,0.9965738675374053,0.9967752514210756
5,P,ALL,Service,0,239519,0.005659638859902109,0.0032147762807960955
5,P,ALL,Service,1,15142,0.15000482502717893,0.15229163914938582
5,P,ALL,Service,2,14613,0.248084985098969,0.20871826455895437
5,P,ALL,Service,3,11266,0.34492237543305687,0.2530623113793716
5,P,ALL,Service,4,8079,0.4490956566453353,0.3876717415521723
5,P,ALL,Service,5,10482,0.5522424782475561,0.48540354894104176
5,P,ALL,Service,6,7074,0.6448062731196359,0.4886909810573933
5,P,ALL,Service,7,7100,0.75867262664985,0.6890140845070423
5,P,ALL,Service,8,16609,0.8543017626718962,0.8272623276536817
5,P,ALL,Service,9,64837,0.9750957239517679,0.9708654009284822
5,P,ALL,On_time,0,94350,0.019249505201816706,0.01832538420773715
5,P,ALL,On_time,1,15176,0.14368066433572096,0.15748550342646284
5,P,ALL,On_time,2,5289,0.24130220348133996,0.36037058044999054
5,P,ALL,On_time,3,6292,0.3562202470931356,0.5441830896376351
5,P,ALL,On_time,4,9419,0.4468271535966163,0.5027072937679159
5,P,ALL,On_time,5,6603,0.5520284847205386,0.6203240951082841
5,P,ALL,On_time,6,10249,0.6553246651235927,0.7593911601131818
5,P,ALL,On_time,7,13063,0.7518115811309118,0.7941514200413381
5,P,ALL,On_time,8,13425,0.8500347769319885,0.8457355679702049
5,P,ALL,On_time,9,220855,0.994279745840648,0.9962962124470807
5,P,K5,Queue,0,71069,0.00014667830985656645,0.0035599206405042987
5,P,K5,Queue,1,22,0.15317749763586816,0.4090909090909091
5,P,K5,Queue,2,14,0.2432468596693663,0.7142857142857143
5,P,K5,Queue,3,3,0.3444816617104744,0.6666666666666666
5,P,K5,Queue,5,7,0.5158226551933367,1.0
5,P,K5,Queue,9,8,0.9645794056864607,1.0
5,P,K5,Service,0,37787,0.01905994932156251,0.009050731733135734
5,P,K5,Service,1,9977,0.149630713815269,0.16357622531823193
5,P,K5,Service,2,8677,0.24651844258161906,0.1815143482770543
5,P,K5,Service,3,5443,0.34297286547822653,0.15873599118133383
5,P,K5,Service,4,2024,0.4439063061426161,0.2939723320158103
5,P,K5,Service,5,2688,0.5525321532136745,0.1796875
5,P,K5,Service,6,2292,0.6397527566113038,0.23516579406631763
5,P,K5,Service,7,1160,0.7510199726238296,0.3775862068965517
5,P,K5,Service,8,652,0.8376821911299547,0.40797546012269936
5,P,K5,Service,9,423,0.950840347581736,0.5319148936170213
5,P,K5,On_time,0,454,0.0486814289270883,0.43832599118942733
5,P,K5,On_time,1,672,0.1576092480465404,0.5848214285714286
5,P,K5,On_time,2,1133,0.24888507483193606,0.6028243601059136
5,P,K5,On_time,3,2300,0.3602297632421962,0.7595652173913043
5,P,K5,On_time,4,2683,0.44771594365748135,0.8147595974655236
5,P,K5,On_time,5,2028,0.556027544550877,0.7006903353057199
5,P,K5,On_time,6,5444,0.656979947034718,0.8357825128581925
5,P,K5,On_time,7,8663,0.7534514260609747,0.8087267690176613
5,P,K5,On_time,8,9972,0.8503931050587943,0.8329322101885279
5,P,K5,On_time,9,37774,0.9809320133145512,0.9896754381320485
5,P,K6,Queue,0,81145,0.0021579362086551613,0.005237537741080781
5,P,K6,Queue,1,637,0.13877320981916189,0.08006279434850863
5,P,K6,Queue,2,196,0.24701946495679888,0.11734693877551021
5,P,K6,Queue,3,114,0.3425759411176888,0.13157894736842105
5,P,K6,Queue,4,69,0.4476449359447188,0.14492753623188406
5,P,K6,Queue,5,44,0.5476594299403296,0.20454545454545456
5,P,K6,Queue,6,469,0.6520481098584543,0.9424307036247335
5,P,K6,Queue,7,502,0.7523645746524741,0.950199203187251
5,P,K6,Queue,8,558,0.8509489401150953,0.9408602150537635
5,P,K6,Queue,9,963,0.9765091817956459,0.980269989615784
5,P,K6,Service,0,27483,0.01164049635401844,0.007459156569515701
5,P,K6,Service,1,2976,0.14667633991443418,0.11760752688172044
5,P,K6,Service,2,2753,0.24753567466647944,0.25717399200871777
5,P,K6,Service,3,1793,0.34681492152571264,0.354712771890686
5,P,K6,Service,4,3206,0.452608742593278,0.3627573300062383
5,P,K6,Service,5,3754,0.5469465141195038,0.4880127863612147
5,P,K6,Service,6,2153,0.6443428790734166,0.5680445889456572
5,P,K6,Service,7,2168,0.7630441148197666,0.7154059040590406
5,P,K6,Service,8,8386,0.8525046584506458,0.850703553541617
5,P,K6,Service,9,30025,0.9776796019454135,0.9752206494587844
5,P,K6,On_time,0,34516,0.02013067448393215,0.01752810290879592
5,P,K6,On_time,1,6592,0.14944304236500083,0.17141990291262135
5,P,K6,On_time,2,2159,0.23758348609924113,0.2654006484483557
5,P,K6,On_time,3,2098,0.35468733967224053,0.42278360343183985
5,P,K6,On_time,4,3686,0.4530245509410383,0.49945740640260444
5,P,K6,On_time,5,3146,0.5473872658995519,0.6261919898283534
5,P,K6,On_time,6,1634,0.6522505215101021,0.6193390452876377
5,P,K6,On_time,7,2251,0.7525349085345896,0.6943580630830742
5,P,K6,On_time,8,2353,0.8527165122959831,0.8652783680407989
5,P,K6,On_time,9,26262,0.9895545724705005,0.9929175234178661
5,P,K7,Queue,0,70369,0.001770222867711781,0.004405348946268954
5,P,K7,Queue,1,1412,0.14586938552959186,0.136685552407932
5,P,K7,Queue,2,858,0.24506355782564854,0.20279720279720279
5,P,K7,Queue,3,730,0.3507700862624649,0.4780821917808219
5,P,K7,Queue,4,834,0.454166185422587,0.47002398081534774
5,P,K7,Queue,5,1355,0.54563149110695,0.5343173431734317
5,P,K7,Queue,6,946,0.6503370419040224,0.5602536997885835
5,P,K7,Queue,7,958,0.7501402759914546,0.6033402922755741
5,P,K7,Queue,8,970,0.851571717207633,0.8298969072164949
5,P,K7,Queue,9,17320,0.9977070419813355,0.9976905311778291
5,P,K7,Service,0,33361,0.008683377894035022,0.00584514852672282
5,P,K7,Service,1,1970,0.15718030236402125,0.16243654822335024
5,P,K7,Service,2,2526,0.250049214026225,0.30324623911322246
5,P,K7,Service,3,2843,0.3501004247990639,0.4744987689060851
5,P,K7,Service,4,2754,0.4490418856397096,0.49818445896877267
5,P,K7,Service,5,4007,0.5570530924360786,0.6917893686049413
5,P,K7,Service,6,2619,0.6496260218166339,0.6471935853379153
5,P,K7,Service,7,3766,0.7584936867546531,0.7705788635156665
5,P,K7,Service,8,7562,0.8577237644973595,0.8384025390108437
5,P,K7,Service,9,34344,0.9731203146276391,0.9732122059166084
5,P,K7,On_time,0,59323,0.018519294209766723,0.015322893312880333
5,P,K7,On_time,1,7905,0.13769497491967078,0.10891840607210626
5,P,K7,On_time,2,1992,0.24105278681124215,0.32429718875502006
5,P,K7,On_time,3,1883,0.35300834903797856,0.4152947424322889
5,P,K7,On_time,4,3019,0.43841933514679227,0.22524014574362372
5,P,K7,On_time,5,1334,0.5564960477314402,0.4625187406296852
5,P,K7,On_time,6,1985,0.6496957396101702,0.5264483627204031
5,P,K7,On_time,7,1493,0.747953999404285,0.7709310113864702
5,P,K7,On_time,8,881,0.838223629080453,0.9103291713961408
5,P,K7,On_time,9,15937,0.98476713427634,0.9907134341469537
