acquisition_id,round,trace,policy,phase,K,window,arrival_start_s,arrival_end_s,arrival_count,miss_count,DMR_percent,local_mean_ms,local_p95_ms,local_p99_ms,queue_mean_ms,queue_p95_ms,queue_p99_ms,service_mean_ms,service_p95_ms,service_p99_ms,start_lag_mean_ms,start_lag_p95_ms,start_lag_p99_ms,front_end_mean_ms,front_end_p95_ms,front_end_p99_ms,calendar_completed_fps,time_mean_ready_queue,peak_ready_queue,time_mean_unfinished_backlog,peak_unfinished_backlog,time_mean_generated_unfinished,peak_generated_unfinished,time_mean_A,peak_A
primary_08,2,B,K_LOOKUP_C2_C4,2,7,phase_remainder,31,45,2940,1379,46.9047619047619,35.0713061986395,45.97516795,49.27478189,5.65122552755102,15.48519415,17.55038113,15.1051030653061,19.26022675,22.41984027,1.0020734792517,3.37395625,5.14772822,13.3129041265306,17.1259192,18.90980396,210,1.18675736078571,6,7.36514099392857,14,7.316615308,14,3.17223833592857,4
primary_08,2,B,K_LOOKUP_C2_C4,3,6,transition,45,46,180,58,32.2222222222222,28.52659875,38.11253865,38.64457056,7.35461417777778,15.71469375,16.03691033,8.59800135,9.74773445,10.77037781,0.551826561111111,1.72326715,2.57086605,12.0221566611111,14.4158371,16.33284267,181,1.323830552,4,5.148873821,9,5.11794945,9,1.561726289,3
primary_08,2,B,K_LOOKUP_C2_C4,3,6,phase_remainder,46,60,2520,807,32.0238095238095,28.5499326365079,38.46815485,39.647804,7.30807110119048,15.7741618,16.7376695,8.63478561984127,10.01410915,11.06909863,0.57152838531746,1.95421445,3.36911419999999,12.0355475301587,14.74025135,16.41884269,180,1.31545279821429,4,5.13831924835714,8,5.11001362178571,8,1.55359278535714,2
primary_09,2,A,FIXED_C4,0,6,startup,0,1,180,180,100,149.938145155556,254.6992353,266.86408466,62.3650983166667,98.71190955,106.55286,17.8762642555556,22.05465185,53.02251127,42.9834520555556,166.08190255,176.02817067,26.7133305277778,35.24795175,208.12979152,173,11.220675689,26,26.923768478,50,26.786876202,50,3.157671924,4
primary_09,2,A,FIXED_C4,0,6,phase_remainder,1,15,2520,821,32.5793650793651,31.2947061920635,39.04098265,40.50159357,4.37600423888889,15.2640368,16.9787885,14.1988789559524,18.6507271,19.87050951,0.582541434920635,1.9606867,3.18362571,12.1372815623016,14.66308415,16.36061986,180.357142857143,0.788040906428571,4,5.6367449825,13,5.60888373535714,13,2.55913593657143,4
primary_09,2,A,FIXED_C4,1,7,transition,15,16,210,96,45.7142857142857,34.9205845190476,45.3987344,48.89099093,5.32857838095238,14.37458415,14.99726451,14.8984211714286,19.1687725,23.16582452,1.14148397619048,3.940739,5.18247101,13.5521009904762,17.1860191,20.5184901,209,1.11900146,4,7.321932486,12,7.28010367,12,3.117278183,4
primary_09,2,A,FIXED_C4,1,7,phase_remainder,16,30,2940,1330,45.2380952380952,34.6531116846939,45.26754555,47.77845473,5.42760525816326,14.92789185,16.57913345,14.9139548020408,18.79847355,21.02616861,0.98061528877551,3.5513862,5.68394084000001,13.3309363357143,17.1127303,19.02004212,209.928571428571,1.13979710421429,6,7.27581351242857,14,7.23274517235714,14,3.13059056707143,4
primary_09,2,A,FIXED_C4,2,6,transition,30,31,180,56,31.1111111111111,31.3231442166667,38.65863435,40.53943032,4.30779188333333,15.14500945,16.64564746,14.1371995666667,18.4512593,20.19974707,0.463998888888889,1.318744,1.946534,12.4141538777778,15.16921055,15.81839298,182,0.775402539,3,5.674956964,10,5.646923253,10,2.581486927,4
primary_09,2,A,FIXED_C4,2,6,phase_remainder,31,45,2520,831,32.9761904761905,31.2666271412698,38.9031246,40.56753934,4.29884238293651,14.97871485,16.75338537,14.1809952234127,18.60313075,19.95997384,0.628483373412698,2.07172389999999,3.84039197,12.1583061615079,14.8490553,16.5930539,180.071428571429,0.773791628928571,5,5.62819953642857,11,5.59896086957143,11,2.55278579121429,4
primary_09,2,A,FIXED_C4,3,7,transition,45,46,210,94,44.7619047619048,34.149648647619,44.9300892,47.2859751,5.37659571428571,15.0785573,16.94263379,14.8549533761905,19.01098385,22.51600607,1.05208503809524,3.87362725,6.26780333,12.8660145190476,15.82792115,17.19560461,208,1.1290851,4,7.145927604,12,7.103486325,12,3.094041597,4
primary_09,2,A,FIXED_C4,3,7,phase_remainder,46,60,2940,1321,44.9319727891156,34.4820538568027,44.76247875,47.23504824,5.45604205306122,15.1657847,17.04230846,14.8681021146259,18.8215177,21.02049129,0.958884725170068,3.24799695,5.14094152000001,13.1990249639456,16.8369881,18.81076537,210,1.14576883114286,6,7.24234811135714,14,7.19689941371429,14,3.1234182455,4
primary_10,2,B,FIXED_C4,0,7,startup,0,1,210,210,100,187.506781,255.3721836,266.89779228,114.4660875,157.77255335,162.43596494,18.0723010285714,23.61191135,49.73988645,32.4870478428571,137.57056545,166.30846157,22.4813446285714,51.32380775,163.17156497,181,22.716112429,39,37.593882005,52,37.478501639,52,3.334407157,4
primary_10,2,B,FIXED_C4,0,7,phase_remainder,1,15,2940,1446,49.1836734693878,38.9249149656463,78.09190705,130.70851517,9.31831624081633,41.8422437499997,95.9075523,15.0131475670068,19.0869823,22.0676211,0.914083669727891,3.3316393,5.43360643,13.6793674880952,18.0609392,21.77748989,211.857142857143,2.05125826385714,28,8.29889894392857,36,8.25635646492857,36,3.18301593692857,4
primary_10,2,B,FIXED_C4,1,6,transition,15,16,180,60,33.3333333333333,30.9695247055556,38.03371155,40.41251449,4.36299086111111,14.81267925,16.14984421,14.2072237777778,18.2537481,19.250334,0.654334983333333,2.4566014,3.58249841,11.7449750833333,13.8858897,14.8325305,181,0.785338355,3,5.603389698,9,5.575838714,9,2.586175531,4
primary_10,2,B,FIXED_C4,1,6,phase_remainder,16,30,2520,830,32.9365079365079,31.1625849904762,38.87755245,40.4558281,4.25566738373016,15.04782835,16.8105484,14.1485302321429,18.60231475,19.82706274,0.58450828015873,1.94407015,3.50757369,12.1738790944444,14.8603649,16.15138621,180,0.766020129071429,4,5.60959486307143,12,5.57997598285714,12,2.54706500657143,4
primary_10,2,B,FIXED_C4,2,7,transition,30,31,210,93,44.2857142857143,34.1656994952381,45.16139355,47.25637482,5.35779133333333,14.78252445,15.5639558,14.9609448571429,18.263584,21.94313834,0.733143195238095,2.42149605,3.1726363,13.1138201095238,16.6400096,18.59799595,209,1.12513618,4,7.144159997,11,7.107424211,11,3.111161523,4
primary_10,2,B,FIXED_C4,2,7,phase_remainder,31,45,2940,1334,45.3741496598639,34.4598694445578,45.37602735,48.35431563,5.36050900816327,15.1233539,17.03251947,14.8605029091837,18.8732221,21.02002827,0.932040775510204,3.32882145,5.10103976,13.3068167517007,16.99849015,19.29798178,210,1.12570689171429,6,7.23734377864286,14,7.19038643071429,14,3.12147680621429,4
primary_10,2,B,FIXED_C4,3,6,transition,45,46,180,59,32.7777777777778,30.7410140055556,38.5118405,39.38165288,4.16044338888889,14.3242911,16.35048944,13.9685379277778,18.16645735,19.63029545,0.49732685,1.37008624999999,3.01979669,12.1147058388889,14.9586754,15.68837423,181,0.74887981,3,5.546582094,9,5.518874013,9,2.5275364,4
primary_10,2,B,FIXED_C4,3,6,phase_remainder,46,60,2520,812,32.2222222222222,30.9873833380952,38.743857,40.12560192,4.20913809563492,14.84764955,16.3446705,14.0681295019841,18.3431858,19.63488002,0.575336428571429,1.88255885,3.30725884,12.1347793119048,14.68747975,16.40629147,180.071428571429,0.757644857214286,4,5.57807927985714,10,5.548389732,10,2.53261358935714,4
primary_11,2,A,FIXED_C2,0,6,startup,0,1,180,180,100,189.8956409,264.60829755,272.61317849,128.097379516667,183.51971595,189.57899254,9.93533113888889,13.93721875,26.0956815100001,31.4486523333333,153.80574115,169.13571374,20.4142779111111,24.2236925,201.88184782,159,22.038665599,43,32.960325687,49,32.858828935,49,1.586332644,2
primary_11,2,A,FIXED_C2,0,6,phase_remainder,1,15,2520,876,34.7619047619048,30.5583781761905,39.4300359,102.27462235,9.26545753690476,17.0311765,78.8384252999999,8.66011873650794,10.20658965,11.46981855,0.582036770634921,1.8698178,3.1093942,12.0507651321429,14.8331601,17.66812077,181.357142857143,1.74055826478571,21,5.58704460014286,27,5.55755130164286,27,1.57258199285714,2
primary_11,2,A,FIXED_C2,1,7,transition,15,16,210,92,43.8095238095238,32.0291067571429,44.86893635,48.42522166,9.92396056190476,22.409047,23.64243264,8.52090164761905,10.1592245,11.26764353,0.718846557142857,2.5614789,3.84103545,12.8653979904762,16.26044795,18.27802804,209,2.081026325,6,6.71612982,11,6.682292579,11,1.78241214,2
primary_11,2,A,FIXED_C2,1,7,phase_remainder,16,30,2940,1273,43.2993197278912,31.8027293180272,44.8813291,48.36239237,9.7260798207483,22.42329695,24.21646623,8.50647505204082,10.5151422,11.94892232,0.694636995918367,2.4906384,4.20605233000001,12.8755374493197,16.4704839,18.55090978,210,2.04234304071429,7,6.67836779057143,12,6.643383792,12,1.78628811635714,2
primary_11,2,A,FIXED_C2,2,6,transition,30,31,180,57,31.6666666666667,28.6977791944444,38.9435043,39.52882701,7.20668458333333,15.6291361,16.55656837,8.66882946666667,9.9114052,10.3877923,0.690358966666667,2.46064865,3.39618127,12.1319061777778,14.6203632,17.03362386,181,1.302080721,4,5.18350458,9,5.151571148,9,1.573416133,2
primary_11,2,A,FIXED_C2,2,6,phase_remainder,31,45,2520,821,32.5793650793651,28.5578288936508,38.43769135,39.7999768,7.36521726944445,15.86278515,16.87048216,8.63236308293651,10.0483677,11.27263929,0.613403754365079,1.97784315,3.59946949,11.9468447869048,14.40534245,16.49384426,180,1.3257391085,5,5.13994437042857,10,5.10546956778571,10,1.5533605245,2
primary_11,2,A,FIXED_C2,3,7,transition,45,46,210,89,42.3809523809524,31.8079155238095,44.9680115,48.496619,9.60548501904762,22.46357825,23.55196896,8.50504127142857,10.3520279,13.23183309,0.650227252380952,2.54322585,3.96434631,13.0471619809524,16.81016525,18.57865133,209,2.012768078,6,6.669971363,10,6.634662615,10,1.780751546,2
primary_11,2,A,FIXED_C2,3,7,phase_remainder,46,60,2940,1281,43.5714285714286,31.8281921962585,44.85441425,48.53382978,9.61507020102041,22.07860805,23.80001471,8.50344837789116,10.55415675,12.23377194,0.710883624829932,2.5092546,4.30539458,12.998789992517,16.9393361,19.00010705,209.857142857143,2.01810718271429,7,6.68206805478571,12,6.64492503485714,12,1.78492941242857,2
primary_12,2,A,K_LOOKUP_C2_C4,0,6,startup,0,1,180,180,100,246.768500861111,316.30780675,325.7397874,158.999697494444,227.2411804,234.64814702,9.80798786666667,14.13630765,24.22576883,55.5849477166667,220.52460785,238.95440394,22.3758677833333,21.61003775,271.85908862,145,26.218269305,50,41.720603867,56,41.632535155,56,1.469387772,2
primary_12,2,A,K_LOOKUP_C2_C4,0,6,phase_remainder,1,15,2520,951,37.7380952380952,35.1538661230159,94.45388215,158.37414042,13.6991632234127,71.2534072999997,133.70971735,8.72472821071428,10.3297873,12.70099595,0.584799176587302,1.8234288,3.36046167,12.1451755123016,15.6056779,18.02462752,182.357142857143,2.63739768335714,35,6.51968642742857,41,6.49026383842857,41,1.59089330007143,2
primary_12,2,A,K_LOOKUP_C2_C4,1,7,transition,15,16,210,99,47.1428571428571,34.5849778333333,45.2191086,47.96520892,5.52752811904762,15.1862601,17.61373733,15.0100301142857,19.26460645,23.73457535,0.924217214285714,4.02977815,4.92736443,13.1232023857143,17.28116905,19.44786853,209,1.160780905,4,7.252137417,14,7.213408144,14,3.141398396,4
primary_12,2,A,K_LOOKUP_C2_C4,1,7,phase_remainder,16,30,2940,1318,44.8299319727891,34.6331765319728,45.20570285,48.29544139,5.57989880034014,15.49075345,17.07283624,15.0041059659864,18.94598985,21.2945172,0.992379359863945,3.34219325,5.36609644,13.0567924057823,16.5574438,18.50022834,210,1.17177874807143,6,7.27305596892857,14,7.22880191371429,14,3.15095115007143,4
primary_12,2,A,K_LOOKUP_C2_C4,2,6,transition,30,31,180,59,32.7777777777778,28.718621,38.62604445,39.6452052,7.18082594444444,16.0030105,16.88814144,8.60395837222222,9.80205235,11.00407416,0.618902844444444,2.05895385,3.9496037,12.3149338388889,15.46327085,18.25503156,181,1.29254867,4,5.179096623,9,5.151001245,9,1.55845735,3
primary_12,2,A,K_LOOKUP_C2_C4,2,6,phase_remainder,31,45,2520,819,32.5,28.5934170055556,38.4058507,39.96334945,7.49134993293651,16.1076453,17.01066579,8.69030588690476,10.06317815,11.25510042,0.573135884126984,1.9285266,3.43903017,11.8386253015873,14.31515275,16.14841118,180,1.34844298792857,6,5.1468466985,12,5.11808171928571,12,1.56428669714286,2
primary_12,2,A,K_LOOKUP_C2_C4,3,7,transition,45,46,210,93,44.2857142857143,33.9870786904762,44.29692295,45.12287463,5.50047803809524,14.85031855,15.66514434,14.7276576809524,18.1832623,19.69743018,0.892479076190476,2.89276,3.51591234,12.8664638952381,15.91505295,17.02149455,208,1.155100388,4,7.111581742,11,7.074444218,11,3.06710333,4
primary_12,2,A,K_LOOKUP_C2_C4,3,7,phase_remainder,46,60,2940,1323,45,34.6608463571429,45.46156175,47.64334434,5.66976959217687,15.5359341,16.98136818,15.1258162292517,19.0521885,20.83740187,0.926999893197279,3.23287255,4.92238734,12.938260642517,16.3611431,18.19083804,210.071428571429,1.19065161435714,6,7.28043500342857,14,7.2361600385,14,3.17807867657143,4
primary_13,3,A,K_LOOKUP_C2_C4,0,6,startup,0,1,180,180,100,187.351044533333,263.2094786,307.28959642,125.499290188889,173.5597052,181.3374795,10.1915923277778,14.0647065,34.2767242800001,30.3700766166667,139.45669185,174.66488331,21.2900854,32.4562326999999,179.51288824,157,21.567470179,39,32.498389139,48,32.42621938,48,1.632089797,2
primary_13,3,A,K_LOOKUP_C2_C4,0,6,phase_remainder,1,15,2520,872,34.6031746031746,30.6807507920635,39.43852075,107.75925756,9.34973228571429,16.5981687,84.8989623299999,8.65910320992064,10.09028615,11.37891548,0.567601778174603,1.87157575,3.415192,12.104313518254,14.86064925,16.56971138,181.5,1.75598052964286,23,5.60871724957143,29,5.57961050942857,29,1.57179196657143,2
primary_13,3,A,K_LOOKUP_C2_C4,1,7,transition,15,16,210,94,44.7619047619048,34.6296314190476,45.43065425,46.92796963,5.43053541904762,14.86705605,16.1512337,14.888137852381,19.0033038,21.37502951,0.904075571428571,3.50591805,4.92003989,13.4068825761905,17.062857,18.82777171,209,1.140412438,4,7.267182733,13,7.224552714,13,3.121469084,4
primary_13,3,A,K_LOOKUP_C2_C4,1,7,phase_remainder,16,30,2940,1341,45.6122448979592,34.5455671261905,45.1380546,48.08723414,5.42625658741497,15.1114659,16.87428313,14.852889052381,18.88729975,21.16706662,0.898809031972789,3.1573269,4.7030717,13.3676124544218,17.0062301,18.98904932,210,1.13951388335714,6,7.25514463057143,14,7.20742848628571,14,3.11968223507143,4
primary_13,3,A,K_LOOKUP_C2_C4,2,6,transition,30,31,180,58,32.2222222222222,28.68468815,38.08442975,40.70967516,7.24153967777778,16.0374412,16.71592107,8.61800232222222,9.8199411,10.75866387,0.606805344444444,1.98442205,3.75148426000001,12.2183408055556,14.74071915,16.18319973,181,1.303477142,4,5.168924432,9,5.140262967,9,1.556920983,3
primary_13,3,A,K_LOOKUP_C2_C4,2,6,phase_remainder,31,45,2520,815,32.3412698412698,28.6685611293651,38.54481465,40.38665804,7.35182117103175,15.80710955,16.75863122,8.64203447460317,9.9293209,11.21563358,0.58610390952381,1.8505682,3.20864309,12.0886015742064,14.6906992,16.59887329,180,1.32332781078571,7,5.16027596871429,12,5.12925722185714,12,1.55550117085714,2
primary_13,3,A,K_LOOKUP_C2_C4,3,7,transition,45,46,210,101,48.0952380952381,34.9629177666667,45.0488102,49.2061171,5.5864383,15.306606,17.21893655,15.0554039904762,19.07656155,21.08349569,0.831255314285714,2.4968404,5.84242276,13.4898201619048,17.1926166,17.9786113,207,1.172997103,4,7.319806844,14,7.279990058,14,3.139383891,4
primary_13,3,A,K_LOOKUP_C2_C4,3,7,phase_remainder,46,60,2940,1327,45.1360544217687,34.6498126384354,45.2820965,47.41733559,5.50102426564626,15.15785765,16.88161249,14.9888862632653,18.98671435,21.1479263,0.941227961904762,3.36911615,5.19435867000001,13.218674147619,16.7201342,18.60361759,210.142857142857,1.15522616292857,5,7.27746129835714,14,7.233399847,14,3.14865569242857,4
primary_14,3,B,FIXED_C2,0,7,startup,0,1,210,210,100,249.185459842857,314.7288079,326.07750856,180.552622595238,238.18467915,244.107255,9.85022182857143,13.5210885,19.00630338,37.5954050428571,166.5129738,207.32197528,21.1872103761905,31.8819165999999,235.11479975,162,32.79661123,53,46.766877854,57,46.682113515,57,1.625917386,2
primary_14,3,B,FIXED_C2,0,7,phase_remainder,1,15,2940,2940,100,272.72957437449,318.118885,325.82121618,248.258511244558,291.62954485,299.89660001,9.41061565238095,12.93312995,15.76646771,0.807837607823129,3.1759271,6.49553565,14.2526098697279,18.8740906,21.39963272,209.857142857143,52.1406186737857,66,57.2806338820714,71,57.2447671758571,71,1.977321238,2
primary_14,3,B,FIXED_C2,1,6,transition,15,16,180,180,100,159.137294166667,229.96329395,240.2700946,135.350954527778,208.16221685,216.83446626,9.21950938888889,12.5312534,14.53168502,0.627388455555556,1.82761669999999,5.71775321,13.9394417944444,18.97298985,21.30403634,216,29.091782273,50,33.6870655,56,33.660050798,56,1.973253782,2
primary_14,3,B,FIXED_C2,1,6,phase_remainder,16,30,2520,856,33.968253968254,29.4102209063492,38.9185282,62.9037561899999,8.11254165555556,16.39517015,37.6852527999999,8.67083511944444,10.06669085,11.58264476,0.589338656349206,1.8508134,3.32429042,12.037505475,14.64435275,16.54097363,180.857142857143,1.48184254678571,13,5.32261372978571,20,5.29246989485714,20,1.56793923935714,2
primary_14,3,B,FIXED_C2,2,7,transition,30,31,210,88,41.9047619047619,31.5685992904762,44.3387759,47.00442208,9.58951182857143,22.09812355,23.53548417,8.47727907619048,10.2571109,11.13147659,0.799849185714286,2.83824274999999,5.00197529,12.7019592,16.6068195,18.50016481,209,2.009422545,5,6.622113935,10,6.580427575,10,1.777311629,2
primary_14,3,B,FIXED_C2,2,7,phase_remainder,31,45,2940,1282,43.6054421768707,31.9327581717687,44.7765872,48.5518305,9.84610501156463,22.59063875,24.39098945,8.49021419387755,10.49292235,12.13370049,0.708551882653061,2.4729066,4.39836711,12.8878870836735,16.41438185,18.03450644,210,2.06758607428571,8,6.705678536,12,6.66956697385714,12,1.78284027878571,2
primary_14,3,B,FIXED_C2,3,6,transition,45,46,180,60,33.3333333333333,28.9412391611111,38.6871821,39.14316064,7.3648991,15.90721365,16.74630303,8.82506447777778,10.01365995,10.90011204,0.676572088888889,1.8987408,3.18449257,12.0747034944444,14.5750706,15.56602977,181,1.331400471,4,5.22366559,9,5.191642767,9,1.597035514,2
primary_14,3,B,FIXED_C2,3,6,phase_remainder,46,60,2520,817,32.4206349206349,28.6427491210317,38.5956761,40.09667322,7.35135425515873,15.98011655,16.96780911,8.65411393968254,10.0163348,11.58982857,0.608624855952381,1.93327065,3.73184229,12.0286560702381,14.7150818,16.7138489,179.857142857143,1.32240542164286,4,5.15372355685714,8,5.12375322935714,8,1.5566075685,2
primary_15,3,B,K_LOOKUP_C2_C4,0,7,startup,0,1,210,210,100,203.55707462381,265.62718055,285.00151338,123.910250328571,164.3882686,173.08961257,18.133192652381,23.8055299,49.38978551,37.9732796047619,146.5728299,173.23343024,23.5403520380952,37.4396015,182.5114545,177,24.074744887,39,40.261149959,52,40.090926893,52,3.268542427,4
primary_15,3,B,K_LOOKUP_C2_C4,0,7,phase_remainder,1,15,2940,1525,51.8707482993197,42.3305951836735,108.6580527,147.55462236,12.3114787748299,69.1697617,111.97155448,15.3376376663265,19.52440465,23.60480058,1.02144665340136,3.48190275,5.2873459,13.6600320891156,18.45479905,22.8740929,212.142857142857,2.72443966285714,31,9.06488587328571,40,9.01696309507143,40,3.2573356745,4
primary_15,3,B,K_LOOKUP_C2_C4,1,6,transition,15,16,180,60,33.3333333333333,28.60823435,38.8286625,40.44218796,7.11296615555556,15.37915445,16.10249953,8.71620214444444,10.64470525,11.89077206,0.558071711111111,1.71005355,2.98229248,12.2209943388889,16.0139044,17.50723986,181,1.280333908,4,5.165024783,9,5.134783151,9,1.584458986,3
primary_15,3,B,K_LOOKUP_C2_C4,1,6,phase_remainder,16,30,2520,820,32.5396825396825,28.7511037257936,38.66621585,40.19225123,7.41469835595238,15.9980226,16.86638068,8.67219278690476,10.023563,10.97905997,0.560425603968254,1.8708173,3.20721586,12.1037869789683,14.84829215,16.55369473,180,1.33464570407143,4,5.1755709025,8,5.14634194635714,8,1.5613669335,2
primary_15,3,B,K_LOOKUP_C2_C4,2,7,transition,30,31,210,106,50.4761904761905,35.8899327904762,47.39765735,50.85926279,5.83612419523809,15.88066985,19.0607651,15.3063096285714,20.1863285,23.42429331,1.14338188571429,3.5265519,5.35989427,13.6041170809524,17.9480225,18.73991237,209,1.225586081,5,7.519329775,14,7.439504042,14,3.196768911,4
primary_15,3,B,K_LOOKUP_C2_C4,2,7,phase_remainder,31,45,2940,1337,45.4761904761905,34.7491431659864,45.54351365,48.64226418,5.53180035680272,15.4665642,17.32845389,15.0122203513605,19.05969095,21.89361383,0.921221339795918,3.22546399999999,5.00587594000001,13.2839011180272,17.240458,19.11783949,209.928571428571,1.16167807492857,7,7.29692276514286,14,7.2520533835,14,3.15216897407143,4
primary_15,3,B,K_LOOKUP_C2_C4,3,6,transition,45,46,180,59,32.7777777777778,29.0192456333333,39.81681305,40.61238798,7.29135732777778,15.8056843,17.03539736,8.73550645555556,10.06666495,12.2044582,0.590264794444445,1.89053255,2.8044628,12.4021170555556,15.86559065,16.85822422,182,1.312444319,4,5.245291633,10,5.215937841,10,1.594218581,4
primary_15,3,B,K_LOOKUP_C2_C4,3,6,phase_remainder,46,60,2520,815,32.3412698412698,28.6540408920635,38.5666006,39.97193874,7.40407184126984,15.9711822,16.7922965,8.67176339404762,9.95170015,11.31516122,0.568977548015873,1.90328075,3.34762945,12.0092281087302,14.61759625,16.49606194,179.928571428571,1.33236035657143,4,5.15722148514286,8,5.12923875778571,8,1.56078411035714,2
primary_16,3,A,FIXED_C4,0,6,startup,0,1,180,180,100,304.436423555556,412.1945571,432.40589331,102.103295927778,124.28775525,126.15640344,18.0045583,21.74091985,60.68219597,149.962179433333,304.68875315,319.63754889,34.3663898944444,35.8237222,352.39948958,140,15.800662192,31,51.229897202,78,51.139721445,78,2.586613886,4
primary_16,3,A,FIXED_C4,0,6,phase_remainder,1,15,2520,895,35.515873015873,35.0855334678571,40.9775028,150.7273618,7.46070608928571,17.28626195,98.89493908,14.3887289956349,18.71040805,20.12157876,0.943893403571429,2.38606175,8.03857610999993,12.2922049793651,15.5692954,24.22859372,182.714285714286,1.52706503,28,6.56992778235714,46,6.53940167035714,46,2.63632780378571,4
primary_16,3,A,FIXED_C4,1,7,transition,15,16,210,101,48.0952380952381,35.0448029190476,45.3681393,47.95114427,5.73606110952381,15.9349335,17.49619081,15.3455025809524,19.5071489,21.15291165,0.80000250952381,3.0105911,5.16342312,13.1632367190476,17.19827015,18.80132386,209,1.204572833,4,7.33594126,13,7.294211348,13,3.199088189,4
primary_16,3,A,FIXED_C4,1,7,phase_remainder,16,30,2940,1301,44.2517006802721,34.5659428833333,45.08666885,47.80403103,5.56718456632653,15.3754369,16.73277755,14.9863786768707,18.8179992,20.52670929,0.965554982653061,3.190299,5.11285567000001,13.046824657483,16.58192335,18.43698052,209.928571428571,1.16910875892857,6,7.25835625785714,14,7.21242773114286,14,3.1466477745,4
primary_16,3,A,FIXED_C4,2,6,transition,30,31,180,59,32.7777777777778,31.1462027777778,38.4392256,39.35598818,4.38622522222222,15.19898785,15.94648923,14.2253785555556,18.6674111,19.78548025,0.584347438888889,1.91918089999999,3.00101405,11.9502515611111,14.4480119,16.98724896,182,0.78952054,3,5.633289156,10,5.604255244,10,2.587540796,4
primary_16,3,A,FIXED_C4,2,6,phase_remainder,31,45,2520,832,33.015873015873,31.1996772206349,39.0010374,40.51425518,4.41675996031746,15.40120645,16.76750531,14.2255731063492,18.64304205,20.11804041,0.619046115873016,2.0256952,3.74474223,11.9382980380952,14.5862401,16.15474989,180,0.795016792857143,4,5.61573421821429,12,5.58548104571429,12,2.56039547764286,4
primary_16,3,A,FIXED_C4,3,7,transition,45,46,210,93,44.2857142857143,34.6359843142857,45.7426406,48.55132075,5.4525313,15.24798105,15.96652495,15.1430286095238,19.07102835,21.15508658,0.956194476190476,3.1477468,4.92314699,13.0842299285714,16.8745665,17.97981022,209,1.145031573,3,7.251403139,11,7.209852391,11,3.157882441,4
primary_16,3,A,FIXED_C4,3,7,phase_remainder,46,60,2940,1335,45.4081632653061,34.7477929921769,45.4358194,48.4301407,5.68445064251701,15.4027155,17.42569716,15.0968703731293,18.994773,21.90817629,0.976137729931973,3.34443465,5.15203119,12.9903342465986,16.51557345,18.34162515,210,1.19373463492857,6,7.29829473957143,14,7.25402166214286,14,3.17160098957143,4
primary_17,3,B,FIXED_C4,0,7,startup,0,1,210,210,100,269.731228671429,320.57368485,326.88040147,156.89358882381,201.6292107,207.20792981,17.970087047619,20.6005403,64.49362732,65.8909589238095,209.2259386,220.615109,28.9765938761905,35.49833605,252.82791322,163,28.851418729,49,51.766519795,70,51.559166893,69,2.992914978,4
primary_17,3,B,FIXED_C4,0,7,phase_remainder,1,15,2940,1575,53.5714285714286,47.3347790639456,152.2578704,207.58010426,17.4042814122449,116.2583469,173.90402796,15.3768155285714,19.5785323,22.19983482,0.983930990816326,3.45931855,5.37198851,13.5697511323129,17.70161945,20.22437582,213.142857142857,3.94748730542857,47,10.2872696650714,54,10.2357701937143,54,3.28350911378571,4
primary_17,3,B,FIXED_C4,1,6,transition,15,16,180,59,32.7777777777778,31.3023832777778,39.04116835,40.31701568,4.23415187222222,15.01416,16.50970907,14.2247138111111,18.58034665,21.36746963,0.558434838888889,1.34642945,2.48232640000001,12.2850827555556,14.7222039,15.53438744,181,0.762147337,3,5.642446151,10,5.610934191,10,2.568465647,4
primary_17,3,B,FIXED_C4,1,6,phase_remainder,16,30,2520,828,32.8571428571429,31.2599891896825,38.9501653,40.23922184,4.39099482103175,15.35233695,16.82419734,14.2604029865079,18.6958009,19.78930276,0.58538634484127,1.8910835,3.41991439,12.0232050373016,14.50385015,16.49274067,180,0.790379067785714,4,5.62720626385714,10,5.59680425064286,9,2.56728074728571,4
primary_17,3,B,FIXED_C4,2,7,transition,30,31,210,94,44.7619047619048,34.638866247619,44.5172292,46.2834588,5.26244571904762,14.8138585,16.22637294,15.0738271095238,18.74584635,19.59163932,0.920004671428571,3.02428675,4.12195706,13.382588747619,16.93829545,19.14823463,209,1.105113601,4,7.259004235,11,7.212108892,11,3.150346016,4
primary_17,3,B,FIXED_C4,2,7,phase_remainder,31,45,2940,1362,46.3265306122449,34.8814896336735,45.7379355,48.93726704,5.54674544421769,15.3541854,17.2268516,15.0586076765306,19.13438635,21.45438585,0.97134029829932,3.4187306,5.51088172,13.3047962146259,17.01062505,19.39362801,210,1.16481654328571,6,7.32482931992857,14,7.28097424692857,14,3.16202410892857,4
primary_17,3,B,FIXED_C4,3,6,transition,45,46,180,57,31.6666666666667,31.1647147722222,38.61014185,38.99512,4.4137686,15.07872985,15.9837707,14.1560157666667,18.19329605,19.1278191,0.519882983333333,1.65481994999999,3.07559443000001,12.0750474222222,14.14828655,15.65787369,181,0.794478348,3,5.624368629,9,5.596393274,9,2.562802808,4
primary_17,3,B,FIXED_C4,3,6,phase_remainder,46,60,2520,833,33.0555555555556,31.2884173154762,39.06614575,40.48827963,4.3798103047619,15.15961885,16.71601187,14.2334525242063,18.55037385,19.86404133,0.603168370238095,1.9636953,3.36100433,12.0719861162698,14.66657115,16.64980457,180,0.788365854857143,4,5.63240783371429,9,5.6022637975,9,2.56251417128571,4
