acquisition_id,round,trace,policy,phase,K,window,arrival_start_s,arrival_end_s,arrival_count,miss_count,DMR_percent,local_mean_ms,local_p95_ms,local_p99_ms,queue_mean_ms,queue_p95_ms,queue_p99_ms,service_mean_ms,service_p95_ms,service_p99_ms,start_lag_mean_ms,start_lag_p95_ms,start_lag_p99_ms,front_end_mean_ms,front_end_p95_ms,front_end_p99_ms,calendar_completed_fps,time_mean_ready_queue,peak_ready_queue,time_mean_unfinished_backlog,peak_unfinished_backlog,time_mean_generated_unfinished,peak_generated_unfinished,time_mean_A,peak_A
primary_27,5,B,FIXED_C2,1,6,phase_remainder,16,30,2520,801,31.7857142857143,28.5707076103175,38.68837385,40.10715515,7.37758934960317,15.99944375,16.97549779,8.63824647261905,10.0647083,11.19345745,0.561506846031746,1.8496496,3.46577507999999,11.9933649420635,14.7063549,16.55936411,180,1.32796608292857,4,5.14265205214286,9,5.1139541745,8,1.55480904735714,2
primary_27,5,B,FIXED_C2,2,7,transition,30,31,210,91,43.3333333333333,32.2057419571429,45.49714025,49.1796041,9.84268751904762,22.8782314,24.18987298,8.63843158095238,10.85813455,12.71136853,0.770030861904762,2.23442795,4.48565245,12.9545919952381,16.7121436,19.42258971,209,2.060141944,7,6.741902133,11,6.697485633,11,1.799589389,2
primary_27,5,B,FIXED_C2,2,7,phase_remainder,31,45,2940,1324,45.0340136054422,32.5662731731292,46.3790964,52.7701216600001,10.1727550578231,23.0928488,26.89890253,8.56768838095238,10.62780495,12.54708782,0.698120469387755,2.44873219999999,4.04861555000001,13.127709264966,16.93189545,18.96894461,210,2.13643401114286,9,6.83976588014286,14,6.80263059635714,14,1.79990762478571,2
primary_27,5,B,FIXED_C2,3,6,transition,45,46,180,58,32.2222222222222,28.4577567666667,39.15830355,40.92692465,7.33280933888889,16.0936822,16.66676276,8.42059032222222,9.8507894,10.58203038,0.5275975,1.5987191,2.71372653,12.1767596055556,15.4437975,17.27498173,181,1.32455183,4,5.135255977,9,5.106820739,9,1.523919868,2
primary_27,5,B,FIXED_C2,3,6,phase_remainder,46,60,2520,816,32.3809523809524,28.598075893254,38.4546612,39.87700851,7.40422666825397,15.96884235,16.9323095,8.65636179007936,9.94549,10.89362522,0.557581434126984,1.8857425,3.23116865,11.9799060007937,14.49062045,16.29201241,180,1.33276080028571,4,5.14716445742857,8,5.11864561692857,8,1.55765591885714,2
primary_28,5,B,K_LOOKUP_C2_C4,0,7,startup,0,1,210,210,100,219.802687171429,277.6484772,292.95872237,135.434448,185.85794925,190.63750948,18.1244191952381,22.2860501,60.16383363,42.8885685714286,158.4759455,184.07382202,23.3552514047619,41.02135205,189.66780635,174,26.215284634,45,43.358421244,58,43.2118634,58,3.231934415,4
primary_28,5,B,K_LOOKUP_C2_C4,0,7,phase_remainder,1,15,2940,1523,51.8027210884354,41.3440030513605,99.64602085,156.05819832,11.5885547071429,67.9920584999999,123.87496719,15.1225939231292,19.23063445,22.13987298,0.935209063945578,3.31690305,5.29666424,13.6976453571429,17.98586175,20.94097092,212.357142857143,2.5925928775,35,8.88018200392857,43,8.83500100128571,43,3.214689698,4
primary_28,5,B,K_LOOKUP_C2_C4,1,6,transition,15,16,180,60,33.3333333333333,28.89614555,38.5144139,40.42451035,7.47516582222222,15.5884153,16.37863746,8.59176926111111,10.2933746,10.95145085,0.530382427777778,1.61554805,2.87723237,12.2988280388889,14.7219903,16.61696487,181,1.345529848,4,5.222733561,9,5.195021566,9,1.567945829,3
primary_28,5,B,K_LOOKUP_C2_C4,1,6,phase_remainder,16,30,2520,815,32.3412698412698,28.7610445579365,38.7429791,39.97862598,7.33713894404762,15.92717745,16.79766183,8.64888053611111,10.08620125,11.26488174,0.574286130555556,1.97801705,3.21822868,12.2007389472222,14.77470995,16.85260952,180,1.32068500992857,4,5.17670761878571,9,5.14747708014286,9,1.55651809485714,2
primary_28,5,B,K_LOOKUP_C2_C4,2,7,transition,30,31,210,97,46.1904761904762,35.3881676904762,46.56924075,48.28845337,5.52889445714286,15.5307652,16.48889874,15.2458949809524,19.1552773,23.94014119,1.03075552857143,3.47615739999999,6.23608715,13.5826227238095,17.5967306,18.78198458,209,1.161067836,4,7.423192701,12,7.371888678,12,3.193315432,4
primary_28,5,B,K_LOOKUP_C2_C4,2,7,phase_remainder,31,45,2940,1360,46.2585034013605,34.9727476578231,45.7526935,48.38012618,5.51137009557823,15.3442635,16.67837058,15.0064630472789,19.05077505,21.37058685,0.959144943877551,3.3608596,5.2287865,13.4957695710884,17.28379025,19.27326397,209.928571428571,1.15709151528571,6,7.34399104828571,14,7.300470365,14,3.15136748485714,4
primary_28,5,B,K_LOOKUP_C2_C4,3,6,transition,45,46,180,60,33.3333333333333,28.5679918611111,38.24435965,39.4085508,7.33591033333333,15.8249542,16.82928735,8.62177485,9.86669495,10.38776677,0.625177111111111,2.77109015,4.15569456,11.9851295666667,14.29722125,17.43053259,182,1.324610727,4,5.157087651,10,5.126526319,9,1.562621722,3
primary_28,5,B,K_LOOKUP_C2_C4,3,6,phase_remainder,46,60,2520,822,32.6190476190476,28.6343380964286,38.48977465,39.82417735,7.34242126825397,15.7721923,16.75369017,8.64329116746032,9.96156925,11.09872091,0.561220154365079,1.8783876,3.23717134,12.0874055063492,14.5632112,16.22058902,179.857142857143,1.32078201735714,4,5.15202951457143,8,5.12326251371429,8,1.55449487828571,2
primary_29,5,A,FIXED_C4,0,6,startup,0,1,180,164,91.1111111111111,117.449663788889,214.77231785,233.16340511,58.1759174944444,118.7788823,124.72781139,17.8070525111111,26.1426177,46.6434813,21.5336308444444,118.761355,132.60704243,19.9330629388889,27.68023285,161.52314398,178,10.471665149,30,21.13457707,42,21.074339074,42,3.19890704,4
primary_29,5,A,FIXED_C4,0,6,phase_remainder,1,15,2520,813,32.2619047619048,31.1310356003968,38.97165885,40.65718103,4.25066969960317,14.83950025,16.33194818,14.1601754269841,18.4985289,19.81920583,0.586089067857143,1.9632098,3.46602591,12.1341014059524,14.7740449,16.70749281,180.071428571429,0.765120545928571,4,5.60357327435714,11,5.57387839064286,10,2.54881844314286,4
primary_29,5,A,FIXED_C4,1,7,transition,15,16,210,91,43.3333333333333,34.4108076333333,44.3986612,46.90587537,5.31407863333333,14.27168585,15.4653675,14.6437469714286,18.09714885,21.25312273,0.832265047619048,3.00706634999999,5.13622449,13.6207169809524,17.0477597,19.32672005,208,1.115956513,4,7.211310359,11,7.166876458,11,3.06022762,4
primary_29,5,A,FIXED_C4,1,7,phase_remainder,16,30,2940,1351,45.9523809523809,34.8788697704082,45.33952625,47.52130112,5.51045990306123,15.1637435,16.64421443,15.0679226547619,19.09341245,21.48765351,0.950030985034014,3.2134002,4.90644003,13.350456227551,17.09177555,19.13413676,210,1.15719657964286,5,7.32450179564286,14,7.27609307164286,14,3.16420290135714,4
primary_29,5,A,FIXED_C4,2,6,transition,30,31,180,58,32.2222222222222,31.35122165,39.0648598,39.71623248,4.22909027777778,14.78419805,16.00968889,14.2067296722222,18.44877505,19.30097248,0.600293144444444,1.83069735,2.74002726,12.3151085555556,15.2468278,17.59499005,181,0.76123625,3,5.660003838,9,5.630314511,9,2.573995282,4
primary_29,5,A,FIXED_C4,2,6,phase_remainder,31,45,2520,812,32.2222222222222,31.2834639063492,38.93695345,41.01276722,4.37599823373016,15.03881755,16.59314109,14.1879229444444,18.4181261,19.58562649,0.646815953968254,2.0838781,3.57143256,12.0727267742063,14.53070245,16.09474305,180,0.787679682071429,4,5.63074206685714,12,5.59728093092857,12,2.55354469371429,4
primary_29,5,A,FIXED_C4,3,7,transition,45,46,210,99,47.1428571428571,34.6323979523809,45.7141724,49.30462243,5.2526320952381,14.9747855,16.83826483,14.8196671761905,19.23984405,21.97292971,0.96163330952381,3.08249585,4.06305023,13.5984653714286,18.5706161,19.50962502,209,1.10305274,4,7.261120504,13,7.203687235,13,3.100447041,4
primary_29,5,A,FIXED_C4,3,7,phase_remainder,46,60,2940,1342,45.6462585034014,34.7330512744898,45.27476375,47.77903615,5.57459633945578,15.40288475,17.23601369,15.0221089605442,18.96763935,21.84241347,0.950911178231293,3.4190067,5.02100979,13.1854347962585,16.863969,18.97778559,209.928571428571,1.17061722514286,5,7.29422430407143,14,7.25053506014286,14,3.15497442428571,4
primary_30,5,B,FIXED_C4,0,7,startup,0,1,210,210,100,318.686514152381,366.9981826,379.35285212,184.232362971429,245.75957385,248.97657588,18.2649729809524,24.7817694,56.9067545299999,86.2628724952381,246.6078655,256.76826371,29.9263057047619,35.66322605,289.37221909,151,32.110039131,59,59.364249793,78,59.101597119,78,2.85448324,4
primary_30,5,B,FIXED_C4,0,7,phase_remainder,1,15,2940,1605,54.5918367346939,53.9459940367347,196.473554,256.52407422,24.0433570272109,164.15137055,223.97574733,15.203658937415,19.256027,21.76179265,0.980936979931973,3.4894459,5.59650348000001,13.7180410921769,18.08767195,20.22396521,213.928571428571,5.51901619664286,58,11.8667059289286,66,11.819458341,66,3.26090433714286,4
primary_30,5,B,FIXED_C4,1,6,transition,15,16,180,56,31.1111111111111,31.1640540666667,39.5535084,41.07964411,4.18460938888889,15.1253016,17.03235884,14.1073383611111,19.09996535,20.35386095,0.583963705555556,2.01773915,3.13626964,12.2881426111111,14.9477271,16.54188375,182,0.75322969,3,5.62570337,10,5.598211437,10,2.555494543,4
primary_30,5,B,FIXED_C4,1,6,phase_remainder,16,30,2520,812,32.2222222222222,31.1579460055556,38.75452235,40.12381517,4.23489056746032,14.64743975,16.23069621,14.1515986309524,18.3672138,19.55083334,0.584089083333333,2.10000545,3.6530679,12.1873677238095,14.80989635,16.87222858,180,0.762280302142857,4,5.60864813407143,9,5.58007110742857,9,2.54750560664286,4
primary_30,5,B,FIXED_C4,2,7,transition,30,31,210,102,48.5714285714286,35.4448432285714,45.3119535,52.42840712,5.83733264285714,15.3275695,18.51540737,15.2196539857143,19.12771465,21.44903753,1.14465078095238,3.68828315,5.03824209,13.2432058190476,16.9921413,19.08210254,209,1.225839855,6,7.428922635,14,7.357821643,14,3.181632894,4
primary_30,5,B,FIXED_C4,2,7,phase_remainder,31,45,2940,1348,45.8503401360544,34.853757029932,45.4612056,48.40917996,5.48887595,15.1589411,17.08394213,14.9911808,18.9194431,21.15508912,0.994042663265306,3.5243496,5.37714112000002,13.3796576166667,17.1216073,19.02588721,210,1.1526639495,6,7.319366917,14,7.26980378878571,14,3.14822590871429,4
primary_30,5,B,FIXED_C4,3,6,transition,45,46,180,58,32.2222222222222,30.9589701611111,38.47529935,39.32940005,4.38515205555556,15.786913,16.93260603,14.1241447277778,18.7016098,19.41213616,0.594195838888889,1.87532045,2.64836845,11.8554775388889,14.31088725,15.44901575,181,0.78932737,4,5.587357592,9,5.556408019,9,2.557089014,4
primary_30,5,B,FIXED_C4,3,6,phase_remainder,46,60,2520,828,32.8571428571429,31.2304337742064,38.96578315,40.56626548,4.31259294603175,14.9843138,16.35320861,14.1432444063492,18.39371605,19.83980056,0.593756799603175,2.0477586,3.53779545,12.1808396222222,14.68509705,16.38408738,179.928571428571,0.776266730285714,4,5.62097767064286,10,5.592103956,10,2.54528358442857,4
