acquisition_id,round,trace,policy,phase,K,arrival_start_s,arrival_end_s,arrival_count,miss_count,DMR_percent,local_mean_ms,local_p95_ms,local_p99_ms,queue_mean_ms,queue_p95_ms,queue_p99_ms,service_mean_ms,service_p95_ms,service_p99_ms,start_lag_mean_ms,start_lag_p95_ms,start_lag_p99_ms,front_end_mean_ms,front_end_p95_ms,front_end_p99_ms,calendar_completed_fps,time_mean_ready_queue,peak_ready_queue,time_mean_unfinished_backlog,peak_unfinished_backlog,time_mean_generated_unfinished,peak_generated_unfinished,time_mean_A,peak_A
primary_13,3,A,K_LOOKUP_C2_C4,0,6,0,15,2700,1052,38.962962962963,41.1254370414815,156.1111984,235.65323285,17.0930361459259,106.31623085,162.46919727,8.76126915111111,10.33627875,12.85957853,2.55443343407407,2.54064814999999,99.38035293,12.7166983103704,15.59795725,19.17397979,179.866666666667,3.07674650626667,39,7.4013620422,48,7.36938443413333,48,1.57581182193333,2
primary_13,3,A,K_LOOKUP_C2_C4,1,7,15,30,3150,1435,45.5555555555556,34.551171412381,45.1937365,48.03207713,5.42654184285714,15.10715115,16.86951983,14.855238972381,18.91430405,21.21966064,0.899160134603175,3.1977659,4.74726767999999,13.3702304625397,17.01585765,18.96370492,209.933333333333,1.139573787,6,7.25594717073333,14,7.20857010146667,14,3.11980135833333,4
primary_13,3,A,K_LOOKUP_C2_C4,2,6,30,45,2700,873,32.3333333333333,28.6696362640741,38.53121905,40.53597039,7.34446907148148,15.82102905,16.75994629,8.64043233111111,9.92058165,11.22659573,0.587484005185185,1.86437565,3.25164054,12.0972508562963,14.7127059,16.59326609,180.066666666667,1.32200443286667,7,5.16085253293333,12,5.1299909382,12,1.555595825,3
primary_13,3,A,K_LOOKUP_C2_C4,3,7,45,60,3150,1428,45.3333333333333,34.6706863136508,45.2588777,47.4473428,5.50671853460317,15.18137,16.93732459,14.9933207784127,19.00678685,21.1446433,0.933896452063492,3.35711185,5.24697185999999,13.2367505485714,16.7667157,18.52158673,209.933333333333,1.15641089226667,5,7.28028433473333,14,7.23650586106667,14,3.14803757233333,4
primary_14,3,B,FIXED_C2,0,7,0,15,3150,3150,100,271.159966739048,317.9697962,325.99114073,243.744785334603,291.17070085,299.75792647,9.43992273079365,12.95838445,15.93380954,3.26034210349206,4.33532479999999,120.0170043,14.7149165701587,19.10290465,22.69021618,206.666666666667,50.8510181775333,66,56.5797168135333,71,56.5405902651333,71,1.95389431453333,2
primary_14,3,B,FIXED_C2,1,6,15,30,2700,1036,38.3703703703704,38.058692457037,120.9813039,211.92949905,16.5951025137037,97.0879855999997,189.50947783,8.70741340407407,10.20837765,12.02763181,0.59187530962963,1.8508134,3.36384785999996,12.1643012296296,15.16925605,17.48561502,183.2,3.3225051952,50,7.21357718113333,56,7.18364195506667,56,1.59496020886667,2
primary_14,3,B,FIXED_C2,2,7,30,45,3150,1370,43.4920634920635,31.9084809130159,44.7742427,48.38513525,9.82899879936508,22.4799343,24.37791321,8.48935185269841,10.4671346,12.08067535,0.71463836952381,2.51542229999999,4.42369881999999,12.8754918914286,16.43018355,18.10924549,209.933333333333,2.06370850566667,8,6.7001075626,12,6.66362434726667,12,1.78247170213333,2
primary_14,3,B,FIXED_C2,3,6,45,60,2700,877,32.4814814814815,28.662648457037,38.6165149,40.03134362,7.35225724481481,15.97381545,16.97094723,8.66551064222222,10.0163348,11.59063015,0.613154671481482,1.93327065,3.72351509,12.0317258985185,14.673696,16.60546541,179.933333333333,1.3230050916,4,5.15838635906667,9,5.12827919853333,9,1.55930276486667,2
primary_15,3,B,K_LOOKUP_C2_C4,0,7,0,15,3150,1735,55.0793650793651,53.0790271463492,179.29404085,239.71882261,19.7513968784127,123.0160404,156.39515899,15.5240079987302,19.819816,24.2469043,3.48490218349206,4.7650905,114.34384269,14.3187200857143,19.61921625,27.73912136,209.8,4.14779334446667,39,11.1446368123333,52,11.0885606816,52,3.25808279133333,4
primary_15,3,B,K_LOOKUP_C2_C4,1,6,15,30,2700,880,32.5925925925926,28.7415791007407,38.6693924,40.29108559,7.39458287592592,15.9682202,16.85403828,8.67512674407407,10.03336485,11.08124452,0.560268677777778,1.8549803,3.16041105999999,12.111600802963,14.8963766,16.85609983,180.066666666667,1.33102491766667,4,5.17486782786667,9,5.14557136,9,1.56290640366667,3
primary_15,3,B,K_LOOKUP_C2_C4,2,7,30,45,3150,1443,45.8095238095238,34.825195807619,45.6330749,49.1720724,5.55208861269841,15.485362,17.34435334,15.0318263031746,19.11902795,21.93301497,0.936032042857143,3.25260375,5.0636163,13.3052488488889,17.29528355,19.11173859,209.866666666667,1.16593860866667,7,7.31174989913333,14,7.26455009406667,14,3.1551423032,4
primary_15,3,B,K_LOOKUP_C2_C4,3,6,45,60,2700,874,32.3703703703704,28.6783878748148,38.5901727,40.2240559,7.39655754037037,15.95863145,16.83910896,8.67601293148148,9.9542106,11.36409292,0.570396697777778,1.90328075,3.30671344999999,12.0354207051852,14.6919366,16.60005271,180.066666666667,1.33103262073333,4,5.16309282833333,10,5.13501869666667,10,1.56301307506667,4
primary_16,3,A,FIXED_C4,0,6,0,15,2700,1075,39.8148148148148,53.0422594737037,248.04847445,386.072216719999,13.7702120785185,104.42861715,118.94889263,14.6297842825926,18.8535323,20.39437453,10.8784458055556,89.5963928499996,247.215833349998,13.763817307037,22.8716525,32.21154235,179.866666666667,2.47863817413333,31,9.547259077,78,9.512756322,78,2.6330135426,4
primary_16,3,A,FIXED_C4,1,7,15,30,3150,1402,44.5079365079365,34.5978668857143,45.13888715,47.85849027,5.57844300253968,15.44277185,16.79328201,15.0103202704762,18.8777675,20.6117232,0.954518151111111,3.1739128,5.1359758,13.0545854615873,16.607052,18.48031952,209.866666666667,1.17147303053333,6,7.26352859133333,14,7.21787997226667,14,3.15014380213333,4
primary_16,3,A,FIXED_C4,2,6,30,45,2700,891,33,31.1961122577778,38.9635888,40.50579278,4.41472431111111,15.38798795,16.73652722,14.2255601362963,18.64917495,20.09234568,0.616732870740741,2.0256952,3.70213388999999,11.9390949396296,14.5808489,16.22864019,180.133333333333,0.794650376,4,5.6169045474,12,5.58673265893333,12,2.56220516553333,4
primary_16,3,A,FIXED_C4,3,7,45,60,3150,1428,45.3333333333333,34.7403390803175,45.46555755,48.53353159,5.66898935301587,15.39854615,17.37207464,15.0999475888889,19.0062917,21.89468739,0.97480817968254,3.34170595,5.14904328999999,12.9965939587302,16.57073115,18.33874365,209.933333333333,1.19048776413333,6,7.29516863286667,14,7.25107704406667,14,3.17068641966667,4
primary_17,3,B,FIXED_C4,0,7,0,15,3150,1785,56.6666666666667,62.1612090377778,241.19254645,306.44240365,26.7035685730159,173.07254805,195.90313557,15.5497002965079,19.76125375,22.30255626,5.31106618634921,8.91701394999986,162.6441754,14.5968739819048,19.6251305,31.27320371,209.8,5.60774940033333,49,13.0525530070667,70,12.990663307,69,3.2641361714,4
primary_17,3,B,FIXED_C4,1,6,15,30,2700,887,32.8518518518519,31.2628154622222,38.9553571,40.24350827,4.38053862444444,15.34672305,16.83333543,14.2580237081481,18.6958009,19.85674325,0.583589577777778,1.8635732,3.40501919,12.0406635518519,14.51964015,16.47649507,180.066666666667,0.7884969524,4,5.62822225633333,10,5.59774624666667,10,2.5673597406,4
primary_17,3,B,FIXED_C4,2,7,30,45,3150,1456,46.2222222222222,34.8653147412698,45.6958809,48.90416463,5.52779212920635,15.3161224,17.18966363,15.0596223053968,19.0717391,21.40469478,0.967917923174603,3.40581645,5.4872291,13.3099823834921,17.00972405,19.35927588,209.933333333333,1.16083634713333,6,7.32044098093333,14,7.27638322326667,14,3.1612455694,4
primary_17,3,B,FIXED_C4,3,6,45,60,2700,890,32.962962962963,31.2801704792593,38.99295565,40.47482123,4.38207419111111,15.15961885,16.64999183,14.2282900737037,18.53644245,19.84693863,0.597616011111111,1.9636953,3.36124444,12.0721902033333,14.6494346,16.63476697,180.066666666667,0.7887733544,4,5.63187188673333,9,5.60187242926667,9,2.56253341373333,4
primary_18,3,A,FIXED_C2,0,6,0,15,2700,1091,40.4074074074074,47.1476493777778,203.5052374,305.30391474,21.4531517888889,145.12801355,213.37239961,8.78750448296296,10.40290455,12.15357024,4.02488278148148,2.9137317,154.193071709999,12.8821103244444,15.52141325,18.38199813,179.866666666667,3.861567322,54,8.4858565574,60,8.4544066248,58,1.58103047633333,2
primary_18,3,A,FIXED_C2,1,7,15,30,3150,1359,43.1428571428571,31.8782608422222,44.8656705,47.69793198,9.60310567206349,22.09170205,24.10377227,8.48993630634921,10.48264165,11.94900764,0.704738164444445,2.46816865,4.28786483,13.0804806993651,16.8789707,18.81739148,209.933333333333,2.01647085453333,6,6.69405629486667,12,6.6565404862,12,1.78268947893333,2
primary_18,3,A,FIXED_C2,2,6,30,45,2700,888,32.8888888888889,28.750502732963,38.5699901,40.07950329,7.42880446333333,15.9530317,16.96719526,8.65149169740741,10.1234268,11.21372816,0.614944534074074,1.9536694,3.70150733999999,12.0552620381481,14.6712469,16.61068472,180.066666666667,1.33736614,6,5.17570305086667,12,5.14588469493333,12,1.55769972786667,2
primary_18,3,A,FIXED_C2,3,7,45,60,3150,1372,43.5555555555556,31.9447550847619,44.9945194,48.79016902,9.77191179809524,22.59134855,24.46991186,8.5202902831746,10.58424015,12.18673825,0.718815613650794,2.6235814,4.50172906999999,12.9337373898413,16.59111205,18.68547382,209.933333333333,2.0512675446,7,6.706306862,12,6.6700629022,12,1.78800318666667,2
