trace,phase,K,window,fixed,n_pairs,delta_DMR_percent_mean,delta_DMR_percent_SD,delta_DMR_percent_positive_rounds,delta_DMR_percent_negative_rounds,delta_DMR_percent_values,delta_miss_count_mean,delta_miss_count_SD,delta_miss_count_positive_rounds,delta_miss_count_negative_rounds,delta_miss_count_values,delta_queue_mean_ms_mean,delta_queue_mean_ms_SD,delta_queue_mean_ms_positive_rounds,delta_queue_mean_ms_negative_rounds,delta_queue_mean_ms_values,delta_queue_p95_ms_mean,delta_queue_p95_ms_SD,delta_queue_p95_ms_positive_rounds,delta_queue_p95_ms_negative_rounds,delta_queue_p95_ms_values,delta_service_mean_ms_mean,delta_service_mean_ms_SD,delta_service_mean_ms_positive_rounds,delta_service_mean_ms_negative_rounds,delta_service_mean_ms_values,delta_service_p95_ms_mean,delta_service_p95_ms_SD,delta_service_p95_ms_positive_rounds,delta_service_p95_ms_negative_rounds,delta_service_p95_ms_values,delta_local_mean_ms_mean,delta_local_mean_ms_SD,delta_local_mean_ms_positive_rounds,delta_local_mean_ms_negative_rounds,delta_local_mean_ms_values,delta_local_p95_ms_mean,delta_local_p95_ms_SD,delta_local_p95_ms_positive_rounds,delta_local_p95_ms_negative_rounds,delta_local_p95_ms_values,delta_start_lag_mean_ms_mean,delta_start_lag_mean_ms_SD,delta_start_lag_mean_ms_positive_rounds,delta_start_lag_mean_ms_negative_rounds,delta_start_lag_mean_ms_values,delta_front_end_mean_ms_mean,delta_front_end_mean_ms_SD,delta_front_end_mean_ms_positive_rounds,delta_front_end_mean_ms_negative_rounds,delta_front_end_mean_ms_values,delta_time_mean_ready_queue_mean,delta_time_mean_ready_queue_SD,delta_time_mean_ready_queue_positive_rounds,delta_time_mean_ready_queue_negative_rounds,delta_time_mean_ready_queue_values,delta_time_mean_unfinished_backlog_mean,delta_time_mean_unfinished_backlog_SD,delta_time_mean_unfinished_backlog_positive_rounds,delta_time_mean_unfinished_backlog_negative_rounds,delta_time_mean_unfinished_backlog_values,delta_calendar_completed_fps_mean,delta_calendar_completed_fps_SD,delta_calendar_completed_fps_positive_rounds,delta_calendar_completed_fps_negative_rounds,delta_calendar_completed_fps_values
B,1,6,phase_remainder,FIXED_C2,5,-0.547619047619048,0.993015416311348,2,3,"[-0.19841269841269593, 0.07936507936507553, -1.4285714285714306, -1.746031746031747, 0.5555555555555571]",-13.8,25.0239884910459,2,3,"[-5, 2, -36, -44, 14]",-0.414878432301587,0.487507063984646,0,5,"[-0.08873050634920698, -0.10560333095238139, -0.6978432996031758, -1.1417646190476178, -0.04045040555555435]",-0.31024509,0.237703623374599,0,5,"[-0.20650769999999952, -0.19413639999999788, -0.39714755000000324, -0.6811675000000008, -0.07226630000000078]",0.0199652034920639,0.0458827817015778,4,1,"[-0.037006286111111564, 0.038577160317460724, 0.0013576674603203998, 0.0862634123015873, 0.01063406349206275]",0.0144434199999996,0.0416311672088437,4,1,"[0.020017400000000407, 0.07246479999999877, -0.04312784999999941, 0.0013697999999990884, 0.021492949999998956]",-0.304946165634924,0.510139908512132,1,4,"[-0.02699779206349362, -0.011899394047617307, -0.6591171805555618, -1.0170534091269872, 0.1903369476190413]",-0.159809920000001,0.275242003658162,2,3,"[-4.3300000001522676e-05, 0.0020920999999916035, -0.25231234999999685, -0.6033912999999984, 0.054605250000001604]",0.00288792246031746,0.0190718752195821,4,1,"[0.019841119047619094, 0.010167731746031694, -0.02891305238095243, 0.0005645293650793359, 0.012779284523809609]",0.087079140714285,0.0692182516649498,5,0,"[0.07889788134920472, 0.04495904484126889, 0.06628150396825383, 0.03788326825396915, 0.20737400515872828]",-0.0911680041142857,0.111301370170399,0,5,"[-0.01597149114285723, -0.023508288642857034, -0.1471968427142858, -0.2618823250714286, -0.007281072999999916]",-0.0756411783571428,0.119160653671412,1,4,"[-0.004860572499999272, -0.010373299785714885, -0.1470428272857145, -0.24998475885714289, 0.03405556664285747]",-0.514285714285717,0.587714355163551,0,3,"[0.0, -0.3571428571428612, -0.8571428571428612, -1.3571428571428612, 0.0]"
B,1,6,phase_remainder,FIXED_C4,5,0.0396825396825406,0.49563476177765,2,3,"[-0.2380952380952337, -0.2380952380952408, -0.31746031746031633, 0.8730158730158735, 0.1190476190476204]",1,12.4899959967968,2,3,"[-6, -6, -8, 22, 3]",2.96288950428571,0.247117560504284,5,0,"[3.0791862146825393, 3.0853214753968246, 3.023703534920635, 2.52398791984127, 3.1022483765873012]",0.751678690000002,0.448890349093942,5,0,"[1.010333700000002, 0.7409668000000078, 0.6456856500000008, 0.08166959999999968, 1.2797377000000019]",-5.46239030309524,0.117817558144194,0,5,"[-5.478687108730162, -5.474023168650794, -5.588210199603173, -5.268312943650795, -5.502718094841269]",-8.31447182,0.404921755529603,0,5,"[-8.473670949999999, -8.511180400000002, -8.672237899999999, -7.634257300000002, -8.28101255]",-2.15644802103175,0.650930516425988,0,5,"[-2.4178107789682564, -2.4640412309523825, -2.508885463888891, -0.9946011837301612, -2.396901447619051]",0.215478770000003,0.915423379974172,1,4,"[-0.12553865000000286, -0.3382146000000077, -0.2839494499999944, 1.8366398000000075, -0.011543249999988348]",0.00253399134920633,0.029987884880118,2,3,"[0.014433489682539768, -0.01634220277777787, -0.02496074087301592, 0.049342363492063446, -0.009802952777777763]",0.340518786428571,0.762029690926434,3,2,"[-0.03274337460317511, -0.058997334920636746, 0.0805819416666651, 1.700381476587303, 0.013371223412697475]",0.533320110771429,0.0444811608907711,5,0,"[0.5542535186428571, 0.5553578655714286, 0.5442666362857143, 0.45431782557142864, 0.5584047077857143]",-0.388266675214286,0.117535511741613,0,5,"[-0.4349761483571424, -0.4443075252142865, -0.4516353613571429, -0.178473825857143, -0.43194051528571364]",0.0142857142857167,0.0319438282500024,1,0,"[0.07142857142858361, 0.0, 0.0, 0.0, 0.0]"
B,2,7,transition,FIXED_C2,5,5.9047619047619,4.0067969462786,5,0,"[1.904761904761905, 4.761904761904759, 8.57142857142857, 11.42857142857143, 2.857142857142854]",12.4,8.41427358718505,5,0,"[4, 10, 18, 24, 6]",-4.09396551714286,0.27296485504329,0,5,"[-4.123977399999999, -3.885657433333332, -3.753387633333335, -4.3930120571428555, -4.313793061904762]",-6.73952945,1.00108995310115,0,5,"[-8.0295343, -5.436796450000003, -6.217453700000005, -6.666396599999999, -7.347466200000001]",6.57687457809524,0.208504703846733,5,0,"[6.268982738095236, 6.504994080952381, 6.829030552380951, 6.67390211904762, 6.6074634]",8.83566836,0.841604191163701,5,0,"[8.12265815, 9.557494150000002, 9.929217599999996, 8.271829150000004, 8.297142750000003]",3.26842928285714,0.752687945417644,5,0,"[2.522934176190482, 3.69152398571428, 4.321333499999991, 2.6239290190476225, 3.182425733333332]",1.14345831999999,1.3399662370131,4,1,"[0.2761973999999938, 1.722502949999992, 3.058881449999994, -0.4123907000000102, 1.0721004999999977]",0.277190199047619,0.0414364493969222,5,0,"[0.23326037619047602, 0.2630819380952383, 0.3435327, 0.28535131428571425, 0.2607246666666666]",0.508330022857143,0.385753403686279,5,0,"[0.14466846190476268, 0.8091054000000018, 0.9021578809523803, 0.05768764285714134, 0.6280307285714315]",-0.854391569,0.0561595775829769,0,5,"[-0.862884953, -0.8110336579999999, -0.783836464, -0.9151286620000001, -0.8990741080000002]",0.6847352488,0.159340056415131,5,0,"[0.5139983470000002, 0.7807218599999999, 0.8972158400000003, 0.550449629, 0.6812905679999997]",0,0,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
B,2,7,transition,FIXED_C4,5,3.52380952380952,8.20375446375544,3,2,"[-4.761904761904759, 2.857142857142854, 5.714285714285708, 16.19047619047619, -2.3809523809523796]",7.4,17.2278843738864,3,2,"[-10, 6, 12, 34, -5]",0.206221453333333,0.357923143674409,4,1,"[0.006066014285713628, 0.3019720190476196, 0.5736784761904765, 0.4578289428571427, -0.3084381857142864]",0.673873440000001,1.24578452418534,4,1,"[-1.201928349999994, 2.1007463499999997, 1.066811349999993, 1.2005421500000022, 0.20319570000000553]",0.163618577142857,0.377395594343363,4,1,"[-0.22014726190476175, 0.004699676190474733, 0.23248251904762007, 0.7748169571428569, 0.026240995238095977]",0.678288999999999,1.25408074880362,4,1,"[-1.2335538499999998, 1.6515210999999965, 1.440482149999994, 1.5054329499999994, 0.02756265000000724]",0.851960877142857,1.45913655418925,3,2,"[-0.8365037714285677, 0.8867904238095221, 1.2510665428571386, 3.015126728571431, -0.05667553809524151]",1.59271091,2.09951202133528,4,1,"[-1.2196692000000056, 0.7590031500000052, 2.880428149999993, 4.2865051999999935, 1.2572872499999974]",0.0739750314285714,0.173576431683844,3,2,"[-0.11529051428571424, 0.163903380952381, 0.22337721428571422, 0.2117803285714286, -0.11389525238095244]",0.408145815238095,0.746471994887167,4,1,"[-0.5071320095238114, 0.41621534761904755, 0.22152833333333355, 1.570700500000001, 0.3394169047619062]",0.0436761888,0.0749095605347225,4,1,"[0.0031222810000000045, 0.06341412400000013, 0.1204724800000001, 0.09614407800000002, -0.06477201900000007]",0.184707084,0.301352219883514,3,2,"[-0.16872564399999934, 0.21059740000000016, 0.2603255400000002, 0.6270680579999999, -0.005729934000000547]",0.4,0.894427190999916,1,0,"[2.0, 0.0, 0.0, 0.0, 0.0]"
B,2,7,phase_remainder,FIXED_C2,5,3.31972789115646,3.67666464713386,5,0,"[1.4625850340136068, 2.176870748299322, 1.8707482993197289, 9.863945578231295, 1.224489795918366]",97.6,108.093940625735,5,0,"[43, 64, 55, 290, 36]",-4.67251166108844,0.413447777088156,0,5,"[-4.474195164625851, -4.5351020374149655, -4.314304654761905, -5.377571486394559, -4.661384962244898]",-7.78672101,0.70166890661955,0,5,"[-7.539156949999997, -7.547509899999994, -7.124074549999996, -8.974278349999985, -7.7485853]",6.56921835414966,0.19935990699933,5,0,"[6.437070085034016, 6.531402410204084, 6.522006157482995, 6.916838451700681, 6.43877466632653]",8.76933598,0.68754110672806,5,0,"[8.333235, 8.535727099999992, 8.566768599999998, 9.987979099999993, 8.422970099999993]",2.82284000176871,0.54012883525237,5,0,"[2.5330432921768704, 2.606583806122451, 2.816384994217689, 3.751713431632652, 2.406474484693881]",-0.554617149999991,1.13757102302655,1,4,"[-0.17191529999998778, -0.38451094999998503, 0.7669264499999926, -2.357183049999996, -0.6264028999999809]",0.256769882176871,0.0560708082710353,5,0,"[0.1989524826530611, 0.27023988095238094, 0.21266945714285712, 0.3409631156462587, 0.26102447448979615]",0.669363426530612,0.672298167888568,5,0,"[0.3712158891156463, 0.3400435523809513, 0.3960140343537404, 1.871483350680272, 0.3680603061224481]",-0.981406971671429,0.0871120637985096,0,5,"[-0.9395428902857144, -0.9523355432857143, -0.9059079993571431, -1.1299059295714287, -0.9793424958571431]",0.592688017957143,0.113220944280079,5,0,"[0.5331569199285715, 0.5475352917142864, 0.5912442291428572, 0.7872784808571431, 0.5042251681428569]",-0.0428571428571502,0.0391230398218043,0,3,"[0.0, 0.0, -0.07142857142858361, -0.07142857142858361, -0.07142857142858361]"
B,2,7,phase_remainder,FIXED_C4,5,2.51700680272109,4.88376628457076,4,1,"[0.37414965986394577, 1.5306122448979593, -0.8503401360544203, 11.12244897959183, 0.4081632653061149]",74,143.582728766381,4,1,"[11, 45, -25, 327, 12]",0.0554487474149658,0.136175398200424,3,2,"[0.03466306836734656, 0.2907165193877548, -0.014945087414965919, -0.055684908843538494, 0.02249414557823215]",0.275615700000003,0.157578895607941,5,0,"[0.21247785000000619, 0.361840250000002, 0.11237880000000544, 0.506059200000001, 0.18532240000000044]",0.138098199727892,0.190659662023487,4,1,"[0.05852175442177021, 0.24460015612244845, -0.046387325170064386, 0.418474165986396, 0.015282247278911143]",0.443209329999996,0.723558297535573,4,1,"[0.06980565000000283, 0.38700464999999085, -0.07469540000000663, 1.702599799999998, 0.1313319499999963]",0.656608444285713,1.05102772060857,4,1,"[0.21016610986394824, 0.6114367540816303, -0.13234646768707137, 2.474795197278908, 0.11899062789115078]",0.656364680000003,1.1925177813138,3,2,"[-0.12458819999999093, 0.5991406000000055, -0.19442184999999768, 2.710204949999998, 0.2914878999999999]",0.0292447866666666,0.0813503602705639,3,2,"[0.013078117687074675, 0.07003270374149662, -0.05011895850340142, 0.1481297897959184, -0.0348977193877551]",0.433816710476189,0.857405440587405,4,1,"[0.10390316938775435, 0.0060873748299332675, -0.020895096598641416, 1.9638761503401359, 0.11611195442176481]",0.0115241619,0.02865512830855,3,2,"[0.007147214499999999, 0.06105046907142864, -0.0031384683571429317, -0.011865971500000017, 0.004427565785714238]",0.138123695571429,0.22083054633044,4,1,"[0.045879591714285795, 0.12779721528571475, -0.02790655478571402, 0.5202240943571432, 0.024624131285714057]",-0.0428571428571502,0.0391230398218043,0,3,"[-0.07142857142858361, 0.0, -0.07142857142858361, 0.0, -0.07142857142858361]"
B,3,6,transition,FIXED_C2,5,0.555555555555556,1.75682092231576,2,2,"[0.0, -1.1111111111111072, -0.55555555555555, 3.3333333333333286, 1.1111111111111072]",1,3.16227766016838,2,2,"[0, -2, -1, 6, 2]",-0.143336212222222,0.120525688551858,1,4,"[-0.18241801111110867, -0.14655240555555604, -0.07354177222222358, -0.3172698666666669, 0.003100994444444005]",-0.34275083,0.20556998216492,0,5,"[-0.3037451999999963, -0.37652145000000203, -0.10152935000000163, -0.6632301500000004, -0.2687280000000012]",0.0967012133333334,0.195123703018716,3,2,"[0.021454216666667136, -0.03537408333333225, -0.08955802222222253, 0.3857994277777781, 0.20118452777777662]",0.0426201000000003,0.22137367821401,3,2,"[-0.026458849999999146, -0.22027704999999997, 0.05300499999999886, 0.39092585000000035, 0.015905550000001156]",0.382587701111114,0.917845968810482,3,2,"[-0.09830803888888795, -0.18669075555555992, 0.07800647222223134, 2.009695733333338, 0.11023509444444812]",0.521148979999997,1.56268234972968,2,3,"[-0.08689494999999425, -0.48479490000000425, 1.1296309499999921, 2.9617476999999894, -0.9139438999999996]",-0.000414114444444458,0.0920813561318838,3,2,"[0.031960772222222156, -0.10896037777777778, -0.0863072944444443, 0.06365671666666661, 0.09757961111111102]",0.429636814444446,0.830334799560876,4,1,"[0.030694983333336978, 0.10419611111110783, 0.3274135611111131, 1.8775094555555576, -0.19163003888888497]",-0.028628388,0.020810069921378,1,4,"[-0.03651886300000018, -0.03183621999999997, -0.018956152000000115, -0.05588960199999993, 5.8896999999946686e-05]",0.0701936857999998,0.164090451390124,3,2,"[-0.01758274700000051, -0.03524373200000053, 0.021626042999999484, 0.36033719100000017, 0.02183167400000041]",0.6,0.547722557505166,3,0,"[0.0, 0.0, 1.0, 1.0, 1.0]"
B,3,6,transition,FIXED_C4,5,-2.8421709430404e-15,1.41639430933133,3,2,"[0.55555555555555, -0.5555555555555571, 1.1111111111111143, -2.2222222222222285, 1.1111111111111072]",0,2.54950975679639,3,2,"[1, -1, 2, -4, 2]",2.86309760888889,0.412401552259495,5,0,"[3.1307135777777786, 3.194170788888888, 2.877588727777776, 2.162256672222221, 2.950758277777777]",0.512480070000002,0.661737537844118,4,1,"[0.7128195000000019, 1.3904026499999986, 0.7269544500000009, -0.3058174499999957, 0.03804120000000211]",-5.47089659777778,0.0734311697480342,0,5,"[-5.509871805555555, -5.370536577777779, -5.420509311111113, -5.551195416666664, -5.502369877777781]",-8.53970653,0.289301564930213,0,5,"[-8.52905415, -8.418722899999997, -8.126631100000003, -8.78920965, -8.83491485]",-2.10935059,0.344727083328935,0,5,"[-2.281549877777781, -2.2144152555555543, -2.1454691388888847, -1.5143403777777706, -2.390978299999997]",0.420608989999998,0.880790929922884,3,2,"[0.0038267000000047346, -0.3993018500000005, 1.2066711999999882, 1.5227885999999984, -0.23093970000000041]",0.0175811611111111,0.0667342284647325,4,1,"[0.02992213888888884, 0.05449971111111107, 0.0703818111111113, -0.09787912777777785, 0.030981272222222245]",0.480867237777778,0.847265001502969,4,1,"[0.06768621111111273, -0.09254917777778005, 0.32706963333333405, 1.9724774944444476, 0.12965202777777662]",0.5166689368,0.0734488864003922,5,0,"[0.5635284439999999, 0.574950742, 0.517965971, 0.39161617000000004, 0.5352833570000001]",-0.3844592242,0.0636305796240976,0,5,"[-0.43652430900000017, -0.3977082730000001, -0.3790769960000002, -0.27871660200000026, -0.4302699409999997]",0.2,0.836660026534076,2,1,"[-1.0, 0.0, 1.0, 0.0, 1.0]"
B,3,6,phase_remainder,FIXED_C2,5,0.206349206349205,0.694954461241741,2,3,"[-0.15873015873015817, -0.3571428571428612, -0.07936507936508264, 1.3888888888888857, 0.2380952380952408]",5.2,17.5128524232919,2,3,"[-4, -9, -2, 35, 6]",-0.131247773809524,0.236203124088672,1,4,"[-0.05009913095238172, -0.05159167976190471, 0.052717586111110215, -0.5454602444444445, -0.06180540000000079]",-0.204585620000001,0.180812700587168,0,5,"[-0.16336744999999908, -0.15267970000000197, -0.008934349999998759, -0.5012965500000011, -0.19665005000000235]",0.0490995093650799,0.131966900020292,2,3,"[-0.018550113492063147, -0.023931411904762, 0.01764945436508114, 0.2834002404761904, -0.013070622619046901]",0.193529500000001,0.423990985968223,4,1,"[0.06330490000000033, 0.005338200000000626, -0.06463464999999857, 0.9475598000000005, 0.016079250000000656]",0.369564887380954,0.72795310303059,5,0,"[0.09924989285714858, 0.030594000000000676, 0.011291771031746833, 1.670426569841272, 0.03626220317460138]",0.54986428,1.04532927014508,4,1,"[0.2303643500000021, 0.10102034999999177, -0.02907549999999759, 2.411898749999999, 0.03511345000000432]",0.00480932357142858,0.0520371610088132,3,2,"[-0.03468116388888909, 0.004521421825396832, -0.039647307936507836, 0.09021494761904769, 0.0036387202380953054]",0.446903828253968,0.784003130425861,4,1,"[0.20258030119047632, 0.10159566984127011, -0.019427961507936686, 1.8422716261904757, 0.10749950555555543]",-0.0236853021285715,0.0425101889438216,1,4,"[-0.009017843571428763, -0.0092865023571429, 0.009954934928571468, -0.0980983167142857, -0.011978782928571352]",0.0664237677857143,0.131386123885988,5,0,"[0.017322568785714587, 0.005190995642856855, 0.00349792828571438, 0.30124228907142836, 0.004865057142857232]",-0.0142857142857167,0.078246079643589,1,1,"[0.0, 0.0, 0.07142857142855519, 0.0, -0.1428571428571388]"
B,3,6,phase_remainder,FIXED_C4,5,0.0317460317460316,0.605337600419163,2,3,"[0.7142857142857153, -0.19841269841270304, -0.7142857142857153, 0.5952380952380949, -0.2380952380952337]",0.8,15.2545075305629,2,3,"[18, -5, -18, 15, -6]",2.90678114714286,0.397850099468869,5,0,"[3.177097617857142, 3.0989330055555566, 3.024261536507936, 2.2037852535714286, 3.0298283222222224]",0.728240940000003,0.485817356710563,4,1,"[1.204171450000013, 0.92651225, 0.8115633500000001, -0.08892084999999916, 0.7878784999999997]",-5.45905083984127,0.0742584176606742,0,5,"[-5.433648028174602, -5.433343882142859, -5.5616891301587295, -5.36661991984127, -5.499953238888892]",-8.31024903,0.341116965384869,0,5,"[-8.4664542, -8.329076649999998, -8.5986737, -7.7248938, -8.432146800000002]",-2.25695164277778,0.540242218484426,0,5,"[-2.2957744440476198, -2.4374507015873057, -2.634376423412693, -1.3210609670634952, -2.596095677777779]",0.043634590000002,0.969037910670811,1,4,"[-0.2982198499999953, -0.27570215000000076, -0.4995451499999888, 1.767648599999994, -0.47600849999999895]",-0.00700787738095237,0.0335468737864673,1,4,"[-0.01287046587301599, -0.0038080432539682185, -0.03419082222222214, 0.04836658968253971, -0.032536645238095185]",0.302325927301587,0.834043492190805,1,4,"[-0.026353567857142934, -0.09923178174603109, -0.06275800753968319, 1.7934071095238089, -0.09343411587301631]",0.522975329328571,0.0715204268021615,5,0,"[0.5718775712142856, 0.5578079409999999, 0.5439945017142858, 0.3966813456428572, 0.5445152870714287]",-0.406853331185714,0.0980706693341781,0,5,"[-0.4132891780714285, -0.43976003149999965, -0.4751863485714285, -0.23708294171428612, -0.4689481560714288]",-0.0285714285714278,0.0638876565000001,1,3,"[0.0, -0.07142857142858361, -0.07142857142858361, 0.07142857142858361, -0.07142857142855519]"
