trace,round,phase,K_before,K_after,fixed,sample,offset_ms,A_lookup,A_fixed,delta_A,ready_queue_lookup,ready_queue_fixed,delta_ready_queue,unfinished_backlog_lookup,unfinished_backlog_fixed,delta_unfinished_backlog,generated_unfinished_lookup,generated_unfinished_fixed,delta_generated_unfinished,due_not_generated_lookup,due_not_generated_fixed,delta_due_not_generated,unfinished_late_count_lookup,unfinished_late_count_fixed,delta_unfinished_late_count,unfinished_late_fraction_lookup,unfinished_late_fraction_fixed,delta_unfinished_late_fraction,unfinished_slack_p10_ms_lookup,unfinished_slack_p10_ms_fixed,delta_unfinished_slack_p10_ms,unfinished_slack_median_ms_lookup,unfinished_slack_median_ms_fixed,delta_unfinished_slack_median_ms
A,2,2,7,6,FIXED_C2,evolution,5,2,2,0,0,0,0,8,8,0,8,8,0,0,0,0,2,2,0,0.25,0.25,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,2,2,7,6,FIXED_C4,evolution,5,2,3,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,2,3,-1,0.25,0.333333333333333,-0.083333333333333,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,2,2,7,6,FIXED_C2,evolution,10,0,1,-1,0,0,0,6,7,-1,6,7,-1,0,0,0,0,1,-1,0,0.142857142857143,-0.142857142857143,23.3333333333333,9.99999973333333,13.3333336,23.3333333333333,23.3333333333333,0
A,2,2,7,6,FIXED_C4,evolution,10,0,3,-3,0,0,0,6,9,-3,6,9,-3,0,0,0,0,3,-3,0,0.333333333333333,-0.333333333333333,23.3333333333333,-10.0000006666667,33.333334,23.3333333333333,23.3333333333333,0
A,2,2,7,6,FIXED_C2,evolution,20,2,2,0,3,4,-1,5,6,-1,5,6,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,2,2,7,6,FIXED_C4,evolution,20,2,4,-2,3,2,1,5,6,-1,5,6,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,2,2,7,6,FIXED_C2,evolution,50,2,2,0,4,3,1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,2,2,7,6,FIXED_C4,evolution,50,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,2,2,7,6,FIXED_C2,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,2,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,2,7,6,FIXED_C2,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,2,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,2,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,2,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,3,6,7,FIXED_C2,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,2,3,6,7,FIXED_C4,evolution,1,2,1,1,0,0,0,9,8,1,9,8,1,0,0,0,2,1,1,0.222222222222222,0.125,0.097222222222222,-1.00000066666667,22.3333331333333,-23.3333338,32.3333333333333,32.3333333333333,0
A,2,3,6,7,FIXED_C2,evolution,5,0,2,-2,0,0,0,7,9,-2,7,9,-2,0,0,0,0,2,-2,0,0.222222222222222,-0.222222222222222,28.3333333333333,-5.00000066666667,33.333334,28.3333333333333,28.3333333333333,0
A,2,3,6,7,FIXED_C4,evolution,5,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,28.3333333333333,28.3333333333333,0,28.3333333333333,28.3333333333333,0
A,2,3,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,2,3,6,7,FIXED_C4,evolution,10,0,1,-1,0,2,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,2,3,6,7,FIXED_C2,evolution,20,4,2,2,3,5,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,2,3,6,7,FIXED_C4,evolution,20,4,4,0,3,3,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,2,3,6,7,FIXED_C2,evolution,50,4,2,2,3,4,-1,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,2,3,6,7,FIXED_C4,evolution,50,4,4,0,3,3,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,2,3,6,7,FIXED_C2,evolution,100,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,3,6,7,FIXED_C4,evolution,100,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,3,6,7,FIXED_C2,evolution,500,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,3,6,7,FIXED_C4,evolution,500,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,3,6,7,FIXED_C2,evolution,1000,4,2,2,0,1,-1,11,10,1,4,3,1,7,7,0,4,3,1,0.363636363636364,0.3,0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,2,3,6,7,FIXED_C4,evolution,1000,4,3,1,0,0,0,11,10,1,4,3,1,7,7,0,4,3,1,0.363636363636364,0.3,0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,1,6,7,FIXED_C2,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,3,1,6,7,FIXED_C4,evolution,1,2,1,1,0,0,0,9,8,1,9,8,1,0,0,0,2,1,1,0.222222222222222,0.125,0.097222222222222,-1.00000066666667,22.3333331333333,-23.3333338,32.3333333333333,32.3333333333333,0
A,3,1,6,7,FIXED_C2,evolution,5,2,1,1,0,0,0,9,8,1,9,8,1,0,0,0,2,1,1,0.222222222222222,0.125,0.097222222222222,-5.00000066666667,18.3333331333333,-23.3333338,28.3333333333333,28.3333333333333,0
A,3,1,6,7,FIXED_C4,evolution,5,2,0,2,0,0,0,9,7,2,9,7,2,0,0,0,2,0,2,0.222222222222222,0,0.222222222222222,-5.00000066666667,28.3333333333333,-33.333334,28.3333333333333,28.3333333333333,0
A,3,1,6,7,FIXED_C2,evolution,10,1,0,1,0,0,0,8,7,1,8,7,1,0,0,0,1,0,1,0.125,0,0.125,13.3333331333333,23.3333333333333,-10.0000002,23.3333333333333,23.3333333333333,0
A,3,1,6,7,FIXED_C4,evolution,10,1,0,1,0,0,0,8,7,1,8,7,1,0,0,0,1,0,1,0.125,0,0.125,13.3333331333333,23.3333333333333,-10.0000002,23.3333333333333,23.3333333333333,0
A,3,1,6,7,FIXED_C2,evolution,20,4,2,2,3,5,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,3,1,6,7,FIXED_C4,evolution,20,4,4,0,3,3,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,3,1,6,7,FIXED_C2,evolution,50,3,2,1,0,4,-4,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,3,1,6,7,FIXED_C4,evolution,50,3,4,-1,0,2,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,3,1,6,7,FIXED_C2,evolution,100,4,2,2,2,1,1,13,10,3,6,3,3,7,7,0,6,3,3,0.461538461538462,0.3,0.161538461538462,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,1,6,7,FIXED_C4,evolution,100,4,3,1,2,0,2,13,10,3,6,3,3,7,7,0,6,3,3,0.461538461538462,0.3,0.161538461538462,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,1,6,7,FIXED_C2,evolution,500,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,1,6,7,FIXED_C4,evolution,500,3,4,-1,0,2,-2,10,13,-3,3,6,-3,7,7,0,3,6,-3,0.3,0.461538461538462,-0.161538461538462,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,1,6,7,FIXED_C2,evolution,1000,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,1,6,7,FIXED_C4,evolution,1000,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,2,7,6,FIXED_C2,evolution,1,3,2,1,0,1,-1,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,3,2,7,6,FIXED_C4,evolution,1,3,3,0,0,0,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,3,2,7,6,FIXED_C2,evolution,5,2,1,1,0,0,0,8,7,1,8,7,1,0,0,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-5.00000066666667,14.9999997333333,-20.0000004,28.3333333333333,28.3333333333333,0
A,3,2,7,6,FIXED_C4,evolution,5,2,3,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,2,3,-1,0.25,0.333333333333333,-0.083333333333333,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,3,2,7,6,FIXED_C2,evolution,10,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,3,2,7,6,FIXED_C4,evolution,10,0,3,-3,0,0,0,6,9,-3,6,9,-3,0,0,0,0,3,-3,0,0.333333333333333,-0.333333333333333,23.3333333333333,-10.0000006666667,33.333334,23.3333333333333,23.3333333333333,0
A,3,2,7,6,FIXED_C2,evolution,20,2,2,0,4,2,2,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,3,2,7,6,FIXED_C4,evolution,20,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,3,2,7,6,FIXED_C2,evolution,50,2,2,0,4,4,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,3,2,7,6,FIXED_C4,evolution,50,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,3,2,7,6,FIXED_C2,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,2,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,2,7,6,FIXED_C2,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,2,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,2,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,2,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,3,6,7,FIXED_C2,evolution,1,2,1,1,0,0,0,9,8,1,9,8,1,0,0,0,2,1,1,0.222222222222222,0.125,0.097222222222222,-1.00000066666667,22.3333331333333,-23.3333338,32.3333333333333,32.3333333333333,0
A,3,3,6,7,FIXED_C4,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,3,3,6,7,FIXED_C2,evolution,5,1,1,0,0,0,0,8,8,0,8,8,0,0,0,0,1,1,0,0.125,0.125,0,18.3333331333333,18.3333331333333,0,28.3333333333333,28.3333333333333,0
A,3,3,6,7,FIXED_C4,evolution,5,1,2,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,1,2,-1,0.125,0.222222222222222,-0.097222222222222,18.3333331333333,-5.00000066666667,23.3333338,28.3333333333333,28.3333333333333,0
A,3,3,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,3,3,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,3,3,6,7,FIXED_C2,evolution,20,4,2,2,2,5,-3,6,7,-1,6,7,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,3,3,6,7,FIXED_C4,evolution,20,4,4,0,2,3,-1,6,7,-1,6,7,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,3,3,6,7,FIXED_C2,evolution,50,4,2,2,1,1,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,3,3,6,7,FIXED_C4,evolution,50,4,4,0,1,3,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,3,3,6,7,FIXED_C2,evolution,100,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,3,6,7,FIXED_C4,evolution,100,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,3,6,7,FIXED_C2,evolution,500,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,3,6,7,FIXED_C4,evolution,500,3,2,1,0,0,0,10,9,1,3,2,1,7,7,0,3,2,1,0.3,0.222222222222222,0.077777777777778,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,3,6,7,FIXED_C2,evolution,1000,4,2,2,1,1,0,12,10,2,5,3,2,7,7,0,5,3,2,0.416666666666667,0.3,0.116666666666667,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,3,3,6,7,FIXED_C4,evolution,1000,4,3,1,1,0,1,12,10,2,5,3,2,7,7,0,5,3,2,0.416666666666667,0.3,0.116666666666667,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,1,7,6,FIXED_C2,evolution,1,3,1,2,0,47,-47,9,54,-45,9,54,-45,0,0,0,3,48,-45,0.333333333333333,0.888888888888889,-0.555555555555556,-1.00000066666667,-191.000000466667,189.9999998,32.3333333333333,-84.3333336666667,116.666667
B,3,1,7,6,FIXED_C4,evolution,1,3,3,0,0,0,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,3,1,7,6,FIXED_C2,evolution,5,3,2,1,0,46,-46,9,54,-45,9,54,-45,0,0,0,3,48,-45,0.333333333333333,0.888888888888889,-0.555555555555556,-5.00000066666667,-195.000000466667,189.9999998,28.3333333333333,-88.3333336666667,116.666667
B,3,1,7,6,FIXED_C4,evolution,5,3,2,1,0,0,0,9,8,1,9,8,1,0,0,0,3,2,1,0.333333333333333,0.25,0.083333333333333,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,3,1,7,6,FIXED_C2,evolution,10,0,2,-2,0,45,-45,6,53,-47,6,53,-47,0,0,0,0,47,-47,0,0.886792452830189,-0.886792452830189,23.3333333333333,-176.666666666667,200,23.3333333333333,-76.6666666666667,100
B,3,1,7,6,FIXED_C4,evolution,10,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
B,3,1,7,6,FIXED_C2,evolution,20,2,1,1,3,50,-47,5,51,-46,5,51,-46,0,0,0,0,45,-45,0,0.882352941176471,-0.882352941176471,13.3333333333333,-186.666666666667,200,13.3333333333333,-86.6666666666667,100
B,3,1,7,6,FIXED_C4,evolution,20,2,4,-2,3,2,1,5,6,-1,5,6,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,3,1,7,6,FIXED_C2,evolution,50,2,2,0,4,48,-44,6,50,-44,6,50,-44,0,0,0,0,44,-44,0,0.88,-0.88,16.6666663333333,-183.333333666667,200,16.6666663333333,-83.3333336666667,100
B,3,1,7,6,FIXED_C4,evolution,50,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,3,1,7,6,FIXED_C2,evolution,100,2,2,0,0,42,-42,8,50,-42,2,44,-42,6,6,0,2,44,-42,0.25,0.88,-0.63,-6.66666666666667e-07,-170.000000066667,169.9999994,33.3333333333333,-100.000000666667,133.333334
B,3,1,7,6,FIXED_C4,evolution,100,2,1,1,0,0,0,8,7,1,2,1,1,6,6,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-6.66666666666667e-07,19.9999997333333,-20.0000004,33.3333333333333,33.3333333333333,0
B,3,1,7,6,FIXED_C2,evolution,500,2,2,0,0,29,-29,8,37,-29,2,31,-29,6,6,0,2,31,-29,0.25,0.837837837837838,-0.587837837837838,-6.66666666666667e-07,-133.333333666667,133.333333,33.3333333333333,-66.6666666666667,100
B,3,1,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,1,7,6,FIXED_C2,evolution,1000,2,2,0,0,12,-12,8,20,-12,2,14,-12,6,6,0,2,14,-12,0.25,0.7,-0.45,-6.66666666666667e-07,-36.6666669666667,36.6666663,33.3333333333333,-6.66666666666667e-07,33.333334
B,3,1,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,2,6,7,FIXED_C2,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,3,2,6,7,FIXED_C4,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,3,2,6,7,FIXED_C2,evolution,5,0,2,-2,0,0,0,7,9,-2,7,9,-2,0,0,0,0,2,-2,0,0.222222222222222,-0.222222222222222,28.3333333333333,-5.00000066666667,33.333334,28.3333333333333,28.3333333333333,0
B,3,2,6,7,FIXED_C4,evolution,5,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,28.3333333333333,28.3333333333333,0,28.3333333333333,28.3333333333333,0
B,3,2,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
B,3,2,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
B,3,2,6,7,FIXED_C2,evolution,20,4,2,2,3,4,-1,7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,3,2,6,7,FIXED_C4,evolution,20,4,4,0,3,3,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,3,2,6,7,FIXED_C2,evolution,50,4,2,2,2,5,-3,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,3,2,6,7,FIXED_C4,evolution,50,4,4,0,2,2,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,3,2,6,7,FIXED_C2,evolution,100,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,2,6,7,FIXED_C4,evolution,100,3,4,-1,0,0,0,10,11,-1,3,4,-1,7,7,0,3,4,-1,0.3,0.363636363636364,-0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,2,6,7,FIXED_C2,evolution,500,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,2,6,7,FIXED_C4,evolution,500,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,2,6,7,FIXED_C2,evolution,1000,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,2,6,7,FIXED_C4,evolution,1000,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,3,7,6,FIXED_C2,evolution,1,4,2,2,0,1,-1,10,9,1,10,9,1,0,0,0,4,3,1,0.4,0.333333333333333,0.066666666666667,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,3,3,7,6,FIXED_C4,evolution,1,4,3,1,0,0,0,10,9,1,10,9,1,0,0,0,4,3,1,0.4,0.333333333333333,0.066666666666667,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,3,3,7,6,FIXED_C2,evolution,5,3,2,1,0,1,-1,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,3,3,7,6,FIXED_C4,evolution,5,3,3,0,0,0,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,3,3,7,6,FIXED_C2,evolution,10,2,1,1,0,0,0,8,7,1,8,7,1,0,0,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-10.0000006666667,9.99999973333333,-20.0000004,23.3333333333333,23.3333333333333,0
B,3,3,7,6,FIXED_C4,evolution,10,2,1,1,0,0,0,8,7,1,8,7,1,0,0,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-10.0000006666667,9.99999973333333,-20.0000004,23.3333333333333,23.3333333333333,0
B,3,3,7,6,FIXED_C2,evolution,20,2,2,0,3,4,-1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,3,3,7,6,FIXED_C4,evolution,20,2,4,-2,3,2,1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,3,3,7,6,FIXED_C2,evolution,50,2,2,0,3,4,-1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,3,3,7,6,FIXED_C4,evolution,50,2,4,-2,3,2,1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
