C,K,metric,n_runs,mean,sample_sd,median,min,max,run01,run02,run03,run04,run05
2,3,inference_p99_ms,5,9.762149662,0.5300602377786736,10.103372279999999,9.148888880000001,10.22051197,10.103372279999999,10.118364609999999,10.22051197,9.21961057,9.148888880000001
2,3,time_weighted_active_offered,5,0.6689734448066667,0.024216640434005173,0.6826689320666667,0.6409100624166667,0.6899605792333333,0.68697457265,0.6899605792333333,0.6826689320666667,0.6443530776666667,0.6409100624166667
2,3,active_0_offered_pct,5,59.037932956,1.3578179554207372,58.24535252,57.94320935166667,60.638503665,57.96780461,57.94320935166667,58.24535252,60.39479463333333,60.638503665
2,3,active_1_offered_pct,5,15.026789607333333,0.3121036714605402,15.117523373333333,14.631986428333333,15.366933515,15.366933515,15.117523373333333,15.242401753333333,14.775102966666667,14.631986428333333
2,3,active_2_offered_pct,5,25.935277436666667,1.066425393713082,26.512245726666666,24.729509906666667,26.939267275,26.665261875,26.939267275,26.512245726666666,24.8301024,24.729509906666667
2,3,time_weighted_waiting_offered,5,0.24361371726666667,0.00955457772629122,0.24760291736666667,0.22824509741666665,0.25145850918333335,0.25145850918333335,0.24760291736666667,0.2501383451,0.24062371726666668,0.22824509741666665
2,3,waiting_positive_offered_pct,5,22.674579203666664,0.772260257204365,22.75228542833333,21.543102515,23.70304067833333,23.70304067833333,22.830782623333334,22.75228542833333,22.54368477333333,21.543102515
2,3,workers_actually_used,5,2,0.0,2,2,2,2,2,2,2,2
2,3,submitted_overlap_time_ms,5,4580.123399,421.7034093515673,4449.087357,4096.182207,5024.365233,5017.655439,5024.365233,4096.182207,4313.326759,4449.087357
2,3,completion_elapsed_s,5,59.992908245,0.0027650375743762407,59.994614733,59.989365852,59.995343693,59.994730966,59.990485981,59.989365852,59.994614733,59.995343693
2,3,drain_after_offered_end_s,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,wall_clock_duration_s,5,62.1609043286,0.1296547737614701,62.09888012,62.096131555,62.392103441,62.096537845,62.392103441,62.096131555,62.120868682,62.09888012
2,3,queue_depth_wait_pearson,5,0.6596001740721879,0.0762921303122482,0.6501359194565667,0.5931220291880711,0.783333612485074,0.6016379168352891,0.6697713923959384,0.783333612485074,0.6501359194565667,0.5931220291880711
